읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당조응천,미래통합당심장수,민생당이인희,우리공화당송영진,국가혁명배당금당한명선,계,무효투표수,기권수
합계,,169352,104185,59779,39318,2904,469,674,103144,1041,65167
거소·선상투표,,347,306,163,92,21,3,11,290,16,41
관외사전투표,,9384,9383,6116,2724,244,36,97,9217,166,1
국외부재자투표,,546,121,92,27,2,0,0,121,0,425
국외부재자투표(공관),,0,5,2,3,0,0,0,5,0,-5
화도읍,소계,87784,48576,26910,19389,1293,243,328,48163,413,39208
,관내사전투표,11006,11006,7121,3497,221,47,56,10942,64,0
,화도읍제1투,3595,1859,976,787,53,10,17,1843,16,1736
,화도읍제2투,3857,1672,904,693,46,5,12,1660,12,2185
,화도읍제3투,4669,2176,1044,1017,60,17,14,2152,24,2493
,화도읍제4투,3631,1745,867,786,44,16,14,1727,18,1886
,화도읍제5투,2877,1370,646,659,35,9,12,1361,9,1507
,화도읍제6투,3579,1730,818,812,45,13,16,1704,26,1849
,화도읍제7투,2120,1019,528,425,30,12,6,1001,18,1101
,화도읍제8투,3503,1935,1140,716,56,3,10,1925,10,1568
,화도읍제9투,2875,1494,793,638,37,6,6,1480,14,1381
,화도읍제10투,3671,2231,1275,859,63,7,9,2213,18,1440
,화도읍제11투,2988,1701,970,637,57,10,13,1687,14,1287
,화도읍제12투,2836,1435,552,808,38,5,12,1415,20,1401
,화도읍제13투,1070,636,224,377,10,9,5,625,11,434
,화도읍제14투,2986,1488,826,603,33,6,9,1477,11,1498
,화도읍제15투,2401,1129,592,464,43,4,10,1113,16,1272
,화도읍제16투,3907,1834,973,788,44,5,15,1825,9,2073
,화도읍제17투,3041,1558,776,717,48,2,3,1546,12,1483
,화도읍제18투,3843,1612,838,694,44,6,17,1599,13,2231
,화도읍제19투,2685,1410,803,546,34,3,15,1401,9,1275
,화도읍제20투,2105,845,430,368,27,7,6,838,7,1260
,화도읍제21투,4043,1820,927,781,60,13,20,1801,19,2223
,화도읍제22투,2828,915,544,330,26,5,3,908,7,1913
,화도읍제23투,4632,2462,1456,864,93,11,17,2441,21,2170
,화도읍제24투,3036,1494,887,523,46,12,11,1479,15,1542
수동면,소계,8152,5114,2294,2519,113,44,46,5016,98,3038
,관내사전투표,2528,2528,1301,1082,55,14,25,2477,51,0
,수동면제1투,2109,828,350,432,20,8,8,818,10,1281
,수동면제2투,2317,1122,391,668,26,12,7,1104,18,1195
,수동면제3투,1198,636,252,337,12,10,6,617,19,562
호평동,소계,37369,23708,13943,8648,718,72,118,23499,209,13661
,관내사전투표,7116,7116,4686,2179,152,13,27,7057,59,0
,호평동제1투,4442,2044,1028,891,72,12,12,2015,29,2398
,호평동제2투,4513,2508,1393,991,85,10,15,2494,14,2005
,호평동제3투,4671,2494,1342,1011,91,11,18,2473,21,2177
,호평동제4투,2911,1698,935,681,52,5,10,1683,15,1213
,호평동제5투,3235,1876,1019,796,43,1,7,1866,10,1359
,호평동제6투,2409,1448,887,486,48,3,12,1436,12,961
,호평동제7투,4084,2425,1345,948,91,10,8,2402,23,1659
,호평동제8투,3988,2099,1308,665,84,7,9,2073,26,1889
평내동,소계,25770,16972,10259,5916,513,71,74,16833,139,8798
,관내사전투표,5228,5228,3517,1527,115,18,13,5190,38,0
,평내동제1투,2317,1408,748,575,52,7,8,1390,18,909
,평내동제2투,2875,1337,659,587,54,5,10,1315,22,1538
,평내동제3투,2192,1290,808,414,47,2,8,1279,11,902
,평내동제4투,2967,1742,1052,593,77,4,10,1736,6,1225
,평내동제5투,3831,2052,1170,782,61,15,6,2034,18,1779
,평내동제6투,3446,2001,1197,721,51,9,13,1991,10,1445
,평내동제7투,2914,1914,1108,717,56,11,6,1898,16,1000
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0,0,0
