선거구명 전체,시도명,선거구명,읍면동명,투표구명,선거인수,투표수,당선 정당,당선 이름,당선 득표,차선 정당,차선 이름,차선 득표,기타,계,무효투표수,기권수
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,합계,합계,58270,39729,미래통합당,이철규,20685,더불어민주당,김동완,17373,700.0,39279,450,18541
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,거소·선상투표,거소·선상투표,178,166,미래통합당,이철규,95,더불어민주당,김동완,57,10.0,164,2,12
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,관외사전투표,관외사전투표,3447,3447,미래통합당,이철규,1342,더불어민주당,김동완,1861,92.0,3368,79,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,국외부재자투표,국외부재자투표,71,21,미래통합당,이철규,2,더불어민주당,김동완,18,0.0,21,0,50
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,국외부재자투표(공관),국외부재자투표(공관),0,0,미래통합당,이철규,0,더불어민주당,김동완,0,0.0,0,0,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,도계읍,소계,8606,5213,미래통합당,이철규,3120,더불어민주당,김동완,1929,65.0,5156,57,3393
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,도계읍,관내사전투표,2242,2242,미래통합당,이철규,1269,더불어민주당,김동완,913,20.0,2220,22,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,도계읍,도계읍제1투,306,186,미래통합당,이철규,109,더불어민주당,김동완,71,4.0,185,1,120
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,도계읍,도계읍제2투,586,194,미래통합당,이철규,118,더불어민주당,김동완,71,1.0,192,2,392
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,도계읍,도계읍제3투,976,421,미래통합당,이철규,274,더불어민주당,김동완,131,7.0,414,7,555
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,도계읍,도계읍제4투,1321,731,미래통합당,이철규,482,더불어민주당,김동완,226,7.0,724,7,590
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,도계읍,도계읍제5투,448,232,미래통합당,이철규,152,더불어민주당,김동완,73,2.0,228,4,216
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,도계읍,도계읍제6투,1294,499,미래통합당,이철규,303,더불어민주당,김동완,179,8.0,494,5,795
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,도계읍,도계읍제7투,134,98,미래통합당,이철규,65,더불어민주당,김동완,29,1.0,97,1,36
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,도계읍,도계읍제8투,1299,610,미래통합당,이철규,348,더불어민주당,김동완,236,15.0,602,8,689
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,원덕읍,소계,4606,3006,미래통합당,이철규,1862,더불어민주당,김동완,1008,51.0,2955,51,1600
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,원덕읍,관내사전투표,1315,1315,미래통합당,이철규,749,더불어민주당,김동완,508,23.0,1294,21,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,원덕읍,원덕읍제1투,1313,710,미래통합당,이철규,497,더불어민주당,김동완,189,8.0,699,11,603
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,원덕읍,원덕읍제2투,658,327,미래통합당,이철규,194,더불어민주당,김동완,113,9.0,320,7,331
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,원덕읍,원덕읍제3투,956,443,미래통합당,이철규,287,더불어민주당,김동완,131,9.0,435,8,513
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,원덕읍,원덕읍제4투,364,211,미래통합당,이철규,135,더불어민주당,김동완,67,2.0,207,4,153
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,근덕면,소계,4732,3259,미래통합당,이철규,1964,더불어민주당,김동완,1147,63.0,3220,39,1473
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,근덕면,관내사전투표,1130,1130,미래통합당,이철규,624,더불어민주당,김동완,465,23.0,1123,7,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,근덕면,근덕면제1투,474,298,미래통합당,이철규,184,더불어민주당,김동완,98,7.0,295,3,176
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,근덕면,근덕면제2투,1227,627,미래통합당,이철규,416,더불어민주당,김동완,172,13.0,611,16,600
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,근덕면,근덕면제3투,719,447,미래통합당,이철규,290,더불어민주당,김동완,143,6.0,442,5,272
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,근덕면,근덕면제4투,602,359,미래통합당,이철규,227,더불어민주당,김동완,110,9.0,356,3,243
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,근덕면,근덕면제5투,580,398,미래통합당,이철규,223,더불어민주당,김동완,159,5.0,393,5,182
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,하장면,소계,1220,828,미래통합당,이철규,430,더불어민주당,김동완,325,57.0,819,9,392
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,하장면,관내사전투표,221,221,미래통합당,이철규,94,더불어민주당,김동완,112,11.0,219,2,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,하장면,하장면제1투,405,220,미래통합당,이철규,118,더불어민주당,김동완,80,22.0,220,0,185
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,하장면,하장면제2투,249,158,미래통합당,이철규,113,더불어민주당,김동완,33,8.0,156,2,91
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,하장면,하장면제3투,345,229,미래통합당,이철규,105,더불어민주당,김동완,100,16.0,224,5,116
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,노곡면,소계,629,468,미래통합당,이철규,274,더불어민주당,김동완,171,10.0,458,10,161
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,노곡면,관내사전투표,138,138,미래통합당,이철규,61,더불어민주당,김동완,68,5.0,135,3,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,노곡면,노곡면제1투,283,183,미래통합당,이철규,119,더불어민주당,김동완,56,2.0,178,5,100
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,노곡면,노곡면제2투,208,147,미래통합당,이철규,94,더불어민주당,김동완,47,3.0,145,2,61
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,미로면,소계,1681,1195,미래통합당,이철규,658,더불어민주당,김동완,484,29.0,1182,13,486
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,미로면,관내사전투표,495,495,미래통합당,이철규,238,더불어민주당,김동완,237,14.0,491,4,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,미로면,미로면제1투,614,356,미래통합당,이철규,214,더불어민주당,김동완,129,9.0,356,0,258
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,미로면,미로면제2투,335,195,미래통합당,이철규,114,더불어민주당,김동완,72,1.0,189,6,140
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,미로면,미로면제3투,237,149,미래통합당,이철규,92,더불어민주당,김동완,46,5.0,146,3,88
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,가곡면,소계,637,453,미래통합당,이철규,272,더불어민주당,김동완,153,11.0,444,9,184
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,가곡면,관내사전투표,159,159,미래통합당,이철규,78,더불어민주당,김동완,75,2.0,158,1,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,가곡면,가곡면제1투,250,142,미래통합당,이철규,91,더불어민주당,김동완,39,4.0,136,6,108
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,가곡면,가곡면제2투,228,152,미래통합당,이철규,103,더불어민주당,김동완,39,5.0,150,2,76
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,신기면,소계,630,470,미래통합당,이철규,200,더불어민주당,김동완,259,6.0,467,3,160
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,신기면,관내사전투표,219,219,미래통합당,이철규,62,더불어민주당,김동완,152,3.0,218,1,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,신기면,신기면투표소,411,251,미래통합당,이철규,138,더불어민주당,김동완,107,3.0,249,2,160
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,남양동,소계,6921,4672,미래통합당,이철규,2695,더불어민주당,김동완,1806,71.0,4629,43,2249
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,남양동,관내사전투표,1790,1790,미래통합당,이철규,889,더불어민주당,김동완,842,31.0,1780,10,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,남양동,남양동제1투,877,472,미래통합당,이철규,295,더불어민주당,김동완,166,6.0,469,3,405
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,남양동,남양동제2투,985,585,미래통합당,이철규,372,더불어민주당,김동완,189,6.0,576,9,400
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,남양동,남양동제3투,1410,829,미래통합당,이철규,503,더불어민주당,김동완,299,7.0,821,8,581
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,남양동,남양동제4투,1308,668,미래통합당,이철규,401,더불어민주당,김동완,233,12.0,658,10,640
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,남양동,남양동제5투,551,328,미래통합당,이철규,235,더불어민주당,김동완,77,9.0,325,3,223
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,성내동,소계,7425,5262,미래통합당,이철규,2537,더불어민주당,김동완,2523,83.0,5208,54,2163
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,성내동,관내사전투표,2674,2674,미래통합당,이철규,1079,더불어민주당,김동완,1496,45.0,2652,22,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,성내동,성내동제1투,1325,739,미래통합당,이철규,409,더불어민주당,김동완,305,6.0,731,8,586
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,성내동,성내동제2투,936,522,미래통합당,이철규,283,더불어민주당,김동완,223,3.0,515,7,414
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,성내동,성내동제3투,1475,821,미래통합당,이철규,486,더불어민주당,김동완,302,14.0,810,11,654
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,성내동,성내동제4투,1015,506,미래통합당,이철규,280,더불어민주당,김동완,197,15.0,500,6,509
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,교동,소계,11071,7539,미래통합당,이철규,3217,더불어민주당,김동완,4065,100.0,7493,46,3532
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,교동,관내사전투표,3588,3588,미래통합당,이철규,1355,더불어민주당,김동완,2125,42.0,3560,28,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,교동,교동제1투,2128,1174,미래통합당,이철규,550,더불어민주당,김동완,575,17.0,1169,5,954
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,교동,교동제2투,1453,738,미래통합당,이철규,382,더불어민주당,김동완,335,8.0,736,2,715
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,교동,교동제3투,2434,1289,미래통합당,이철규,623,더불어민주당,김동완,617,25.0,1283,6,1145
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,교동,교동제4투,1468,750,미래통합당,이철규,307,더불어민주당,김동완,413,8.0,745,5,718
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,정라동,소계,6416,3730,미래통합당,이철규,2017,더불어민주당,김동완,1567,52.0,3695,35,2686
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,정라동,관내사전투표,712,712,미래통합당,이철규,380,더불어민주당,김동완,309,4.0,707,5,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,정라동,정라동제1투,1173,590,미래통합당,이철규,384,더불어민주당,김동완,181,7.0,581,9,583
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,정라동,정라동제2투,1999,1032,미래통합당,이철규,587,더불어민주당,김동완,412,13.0,1024,8,967
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,정라동,정라동제3투,1696,924,미래통합당,이철규,433,더불어민주당,김동완,449,20.0,918,6,772
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,정라동,정라동제4투,836,472,미래통합당,이철규,233,더불어민주당,김동완,216,8.0,465,7,364
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,잘못 투입·구분된 투표지,잘못 투입·구분된 투표지,0,0,미래통합당,이철규,0,더불어민주당,김동완,0,0.0,0,0,0
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,합계,합계,27135,18269,미래통합당,이양수,8603,더불어민주당,이동기,8419,255.0,17872,397,8866
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,거소·선상투표,거소·선상투표,269,263,미래통합당,이양수,84,더불어민주당,이동기,111,9.0,238,25,6
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,관외사전투표,관외사전투표,1486,1486,미래통합당,이양수,599,더불어민주당,이동기,788,10.0,1455,31,0
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,국외부재자투표,국외부재자투표,28,5,미래통합당,이양수,1,더불어민주당,이동기,4,0.0,5,0,23
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,국외부재자투표(공관),국외부재자투표(공관),0,0,미래통합당,이양수,0,더불어민주당,이동기,0,0.0,0,0,0
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,인제읍,소계,7678,5001,미래통합당,이양수,2275,더불어민주당,이동기,2429,70.0,4916,85,2677
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,인제읍,관내사전투표,2014,2014,미래통합당,이양수,756,더불어민주당,이동기,1135,28.0,1979,35,0
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,인제읍,인제읍제1투,1011,493,미래통합당,이양수,235,더불어민주당,이동기,226,7.0,479,14,518
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,인제읍,인제읍제2투,1773,936,미래통합당,이양수,441,더불어민주당,이동기,443,11.0,927,9,837
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,인제읍,인제읍제3투,1879,904,미래통합당,이양수,464,더불어민주당,이동기,384,8.0,887,17,975
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,인제읍,인제읍제4투,573,353,미래통합당,이양수,227,더불어민주당,이동기,106,9.0,345,8,220
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,인제읍,인제읍제5투,428,301,미래통합당,이양수,152,더불어민주당,이동기,135,7.0,299,2,127
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,남면,소계,3132,1972,미래통합당,이양수,909,더불어민주당,이동기,925,33.0,1940,32,1160
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,남면,관내사전투표,852,852,미래통합당,이양수,341,더불어민주당,이동기,440,15.0,836,16,0
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,남면,남면제1투,1508,745,미래통합당,이양수,403,더불어민주당,이동기,307,11.0,732,13,763
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,남면,남면제2투,772,375,미래통합당,이양수,165,더불어민주당,이동기,178,7.0,372,3,397
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,북면,소계,6827,4354,미래통합당,이양수,2105,더불어민주당,이동기,2021,61.0,4290,64,2473
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,북면,관내사전투표,1825,1824,미래통합당,이양수,746,더불어민주당,이동기,972,25.0,1796,28,1
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,북면,북면제1투,1324,591,미래통합당,이양수,314,더불어민주당,이동기,247,11.0,585,6,733
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,북면,북면제2투,1857,907,미래통합당,이양수,436,더불어민주당,이동기,420,11.0,896,11,950
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,북면,북면제3투,557,315,미래통합당,이양수,166,더불어민주당,이동기,136,5.0,309,6,242
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,북면,북면제4투,461,271,미래통합당,이양수,187,더불어민주당,이동기,75,4.0,266,5,190
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,북면,북면제5투,803,446,미래통합당,이양수,256,더불어민주당,이동기,171,5.0,438,8,357
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,기린면,소계,4081,2740,미래통합당,이양수,1414,더불어민주당,이동기,1095,43.0,2641,99,1341
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,기린면,관내사전투표,945,945,미래통합당,이양수,424,더불어민주당,이동기,447,13.0,923,22,0
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,기린면,기린면제1투,801,421,미래통합당,이양수,249,더불어민주당,이동기,149,7.0,414,7,380
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,기린면,기린면제2투,364,204,미래통합당,이양수,134,더불어민주당,이동기,61,4.0,201,3,160
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,기린면,기린면제3투,294,188,미래통합당,이양수,121,더불어민주당,이동기,63,2.0,186,2,106
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,기린면,기린면제4투,278,173,미래통합당,이양수,102,더불어민주당,이동기,65,2.0,170,3,105
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,기린면,기린면제5투,427,293,미래통합당,이양수,125,더불어민주당,이동기,96,4.0,237,56,134
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,기린면,기린면제6투,972,516,미래통합당,이양수,259,더불어민주당,이동기,214,11.0,510,6,456
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,서화면,소계,2234,1514,미래통합당,이양수,701,더불어민주당,이동기,678,18.0,1468,46,720
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,서화면,관내사전투표,655,655,미래통합당,이양수,209,더불어민주당,이동기,359,8.0,629,26,0
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,서화면,서화면제1투,938,451,미래통합당,이양수,266,더불어민주당,이동기,161,4.0,443,8,487
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,서화면,서화면제2투,395,249,미래통합당,이양수,127,더불어민주당,이동기,108,3.0,242,7,146
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,서화면,서화면제3투,246,159,미래통합당,이양수,99,더불어민주당,이동기,50,3.0,154,5,87
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,상남면,소계,1400,934,미래통합당,이양수,515,더불어민주당,이동기,368,11.0,919,15,466
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,상남면,관내사전투표,325,325,미래통합당,이양수,127,더불어민주당,이동기,163,7.0,314,11,0
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,상남면,상남면제1투,654,375,미래통합당,이양수,249,더불어민주당,이동기,115,3.0,374,1,279
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,상남면,상남면제2투,421,234,미래통합당,이양수,139,더불어민주당,이동기,90,1.0,231,3,187
강원 속초시인제군고성군양양군,강원,속초시인제군고성군양양군,잘못 투입·구분된 투표지,잘못 투입·구분된 투표지,0,0,미래통합당,이양수,0,더불어민주당,이동기,0,0.0,0,0,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,합계,합계,37712,24171,미래통합당,이철규,13082,더불어민주당,김동완,10029,445.0,23885,286,13541
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,거소·선상투표,거소·선상투표,69,62,미래통합당,이철규,31,더불어민주당,김동완,22,3.0,56,6,7
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,관외사전투표,관외사전투표,1687,1686,미래통합당,이철규,629,더불어민주당,김동완,915,44.0,1633,53,1
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,국외부재자투표,국외부재자투표,62,10,미래통합당,이철규,2,더불어민주당,김동완,8,0.0,10,0,52
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,국외부재자투표(공관),국외부재자투표(공관),0,0,미래통합당,이철규,0,더불어민주당,김동완,0,0.0,0,0,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,황지동,소계,6113,4095,미래통합당,이철규,2098,더불어민주당,김동완,1838,71.0,4062,33,2018
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,황지동,관내사전투표,2093,2093,미래통합당,이철규,906,더불어민주당,김동완,1123,22.0,2082,11,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,황지동,황지동제1투,1686,843,미래통합당,이철규,541,더불어민주당,김동완,268,18.0,830,13,843
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,황지동,황지동제2투,1608,779,미래통합당,이철규,436,더불어민주당,김동완,300,21.0,773,6,829
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,황지동,황지동제3투,726,380,미래통합당,이철규,215,더불어민주당,김동완,147,10.0,377,3,346
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,황연동,소계,4321,2709,미래통합당,이철규,1665,더불어민주당,김동완,928,55.0,2674,35,1612
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,황연동,관내사전투표,1213,1213,미래통합당,이철규,678,더불어민주당,김동완,494,18.0,1201,12,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,황연동,황연동제1투,1228,551,미래통합당,이철규,336,더불어민주당,김동완,189,10.0,542,9,677
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,황연동,황연동제2투,724,354,미래통합당,이철규,231,더불어민주당,김동완,98,14.0,349,5,370
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,황연동,황연동제3투,1156,591,미래통합당,이철규,420,더불어민주당,김동완,147,13.0,582,9,565
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,삼수동,소계,4928,2784,미래통합당,이철규,1522,더불어민주당,김동완,1151,46.0,2753,31,2144
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,삼수동,관내사전투표,1072,1072,미래통합당,이철규,541,더불어민주당,김동완,506,9.0,1064,8,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,삼수동,삼수동제1투,2034,790,미래통합당,이철규,455,더불어민주당,김동완,303,11.0,781,9,1244
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,삼수동,삼수동제2투,1392,669,미래통합당,이철규,381,더불어민주당,김동완,251,14.0,659,10,723
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,삼수동,삼수동제3투,430,253,미래통합당,이철규,145,더불어민주당,김동완,91,12.0,249,4,177
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,상장동,소계,9723,5749,미래통합당,이철규,2835,더불어민주당,김동완,2678,97.0,5695,54,3974
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,상장동,관내사전투표,2105,2105,미래통합당,이철규,902,더불어민주당,김동완,1143,28.0,2092,13,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,상장동,상장동제1투,1300,576,미래통합당,이철규,386,더불어민주당,김동완,167,7.0,568,8,724
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,상장동,상장동제2투,2399,1215,미래통합당,이철규,568,더불어민주당,김동완,587,28.0,1205,10,1184
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,상장동,상장동제3투,977,500,미래통합당,이철규,235,더불어민주당,김동완,234,11.0,492,8,477
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,상장동,상장동제4투,934,446,미래통합당,이철규,278,더불어민주당,김동완,155,4.0,441,5,488
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,상장동,상장동제5투,2008,907,미래통합당,이철규,466,더불어민주당,김동완,392,19.0,897,10,1101
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,문곡소도동,소계,3121,1901,미래통합당,이철규,1136,더불어민주당,김동완,696,32.0,1889,12,1220
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,문곡소도동,관내사전투표,535,535,미래통합당,이철규,279,더불어민주당,김동완,235,13.0,535,0,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,문곡소도동,문곡소도동제1투,614,264,미래통합당,이철규,176,더불어민주당,김동완,78,4.0,261,3,350
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,문곡소도동,문곡소도동제2투,930,528,미래통합당,이철규,316,더불어민주당,김동완,187,10.0,524,4,402
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,문곡소도동,문곡소도동제3투,1042,574,미래통합당,이철규,365,더불어민주당,김동완,196,5.0,569,5,468
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,장성동,소계,3349,2327,미래통합당,이철규,1348,더불어민주당,김동완,900,32.0,2298,29,1022
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,장성동,관내사전투표,1367,1367,미래통합당,이철규,758,더불어민주당,김동완,573,14.0,1352,15,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,장성동,장성동제1투,354,121,미래통합당,이철규,76,더불어민주당,김동완,39,2.0,117,4,233
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,장성동,장성동제2투,1022,509,미래통합당,이철규,297,더불어민주당,김동완,194,9.0,505,4,513
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,장성동,장성동제3투,606,330,미래통합당,이철규,217,더불어민주당,김동완,94,7.0,324,6,276
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,구문소동,소계,2283,1510,미래통합당,이철규,943,더불어민주당,김동완,491,37.0,1495,15,773
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,구문소동,관내사전투표,701,701,미래통합당,이철규,408,더불어민주당,김동완,260,13.0,692,9,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,구문소동,구문소동제1투,954,432,미래통합당,이철규,270,더불어민주당,김동완,133,16.0,428,4,522
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,구문소동,구문소동제2투,628,377,미래통합당,이철규,265,더불어민주당,김동완,98,8.0,375,2,251
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,철암동,소계,2056,1337,미래통합당,이철규,872,더불어민주당,김동완,402,28.0,1319,18,719
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,철암동,관내사전투표,670,670,미래통합당,이철규,423,더불어민주당,김동완,223,10.0,663,7,0
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,철암동,철암동제1투,806,411,미래통합당,이철규,271,더불어민주당,김동완,120,10.0,404,7,395
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,철암동,철암동제2투,580,256,미래통합당,이철규,178,더불어민주당,김동완,59,8.0,252,4,324
강원 동해시태백시삼척시정선군,강원,동해시태백시삼척시정선군,잘못 투입·구분된 투표지,잘못 투입·구분된 투표지,0,1,미래통합당,이철규,1,더불어민주당,김동완,0,0.0,1,0,-1
