선거구명 전체,시도명,선거구명,읍면동명,투표구명,선거인수,투표수,당선 정당,당선 이름,당선 득표,차선 정당,차선 이름,차선 득표,기타,계,무효투표수,기권수
서울 종로구,서울,종로구,사직동,사직동제2투,3033,1839,더불어민주당,이낙연,633,미래통합당,황교안,1139,14.0,1799,40,1194
서울 종로구,서울,종로구,삼청동,소계,2237,1507,더불어민주당,이낙연,832,미래통합당,황교안,632,16.0,1489,18,730
서울 종로구,서울,종로구,삼청동,관내사전투표,745,745,더불어민주당,이낙연,489,미래통합당,황교안,243,6.0,739,6,0
서울 종로구,서울,종로구,삼청동,삼청동투표소,1492,762,더불어민주당,이낙연,343,미래통합당,황교안,389,10.0,750,12,730
서울 종로구,서울,종로구,부암동,소계,7850,5577,더불어민주당,이낙연,3101,미래통합당,황교안,2340,42.0,5521,56,2273
서울 종로구,서울,종로구,부암동,관내사전투표,2147,2147,더불어민주당,이낙연,1405,미래통합당,황교안,705,12.0,2128,19,0
서울 종로구,서울,종로구,부암동,부암동제1투,2287,1260,더불어민주당,이낙연,631,미래통합당,황교안,591,11.0,1240,20,1027
서울 종로구,서울,종로구,부암동,부암동제2투,1931,1253,더불어민주당,이낙연,651,미래통합당,황교안,568,14.0,1241,12,678
서울 종로구,서울,종로구,부암동,부암동제3투,1485,917,더불어민주당,이낙연,414,미래통합당,황교안,476,5.0,912,5,568
서울 종로구,서울,종로구,평창동,소계,14595,10441,더불어민주당,이낙연,4891,미래통합당,황교안,5316,79.0,10342,99,4154
서울 종로구,서울,종로구,평창동,관내사전투표,3977,3977,더불어민주당,이낙연,2336,미래통합당,황교안,1581,23.0,3950,27,0
서울 종로구,서울,종로구,평창동,평창동제1투,2166,1177,더불어민주당,이낙연,484,미래통합당,황교안,661,9.0,1165,12,989
서울 종로구,서울,종로구,평창동,평창동제2투,3159,1868,더불어민주당,이낙연,589,미래통합당,황교안,1235,14.0,1853,15,1291
서울 종로구,서울,종로구,평창동,평창동제3투,1873,1272,더불어민주당,이낙연,525,미래통합당,황교안,714,14.0,1257,15,601
서울 종로구,서울,종로구,평창동,평창동제4투,1795,1206,더불어민주당,이낙연,590,미래통합당,황교안,574,13.0,1188,18,589
서울 종로구,서울,종로구,평창동,평창동제5투,1625,941,더불어민주당,이낙연,367,미래통합당,황교안,551,6.0,929,12,684
서울 종로구,서울,종로구,무악동,소계,6616,5093,더불어민주당,이낙연,2828,미래통합당,황교안,2124,58.0,5028,65,1523
서울 종로구,서울,종로구,무악동,관내사전투표,2453,2451,더불어민주당,이낙연,1569,미래통합당,황교안,829,19.0,2424,27,2
서울 종로구,서울,종로구,무악동,무악동제1투,1647,1146,더불어민주당,이낙연,537,미래통합당,황교안,571,15.0,1128,18,501
서울 종로구,서울,종로구,무악동,무악동제2투,2516,1496,더불어민주당,이낙연,722,미래통합당,황교안,724,24.0,1476,20,1020
서울 종로구,서울,종로구,교남동,소계,8311,6174,더불어민주당,이낙연,3406,미래통합당,황교안,2599,55.0,6092,82,2137
서울 종로구,서울,종로구,교남동,관내사전투표,2572,2572,더불어민주당,이낙연,1667,미래통합당,황교안,858,16.0,2547,25,0
서울 종로구,서울,종로구,교남동,교남동제1투,1565,864,더불어민주당,이낙연,477,미래통합당,황교안,352,14.0,850,14,701
서울 종로구,서울,종로구,교남동,교남동제2투,1576,830,더불어민주당,이낙연,460,미래통합당,황교안,331,10.0,811,19,746
서울 종로구,서울,종로구,교남동,교남동제3투,2598,1908,더불어민주당,이낙연,802,미래통합당,황교안,1058,15.0,1884,24,690
서울 종로구,서울,종로구,가회동,소계,3873,2809,더불어민주당,이낙연,1661,미래통합당,황교안,1079,28.0,2783,26,1064
서울 종로구,서울,종로구,가회동,관내사전투표,1589,1588,더불어민주당,이낙연,1030,미래통합당,황교안,527,16.0,1579,9,1
서울 종로구,서울,종로구,가회동,가회동투표소,2284,1221,더불어민주당,이낙연,631,미래통합당,황교안,552,12.0,1204,17,1063
서울 종로구,서울,종로구,종로1·2·3·4가동,소계,6167,3465,더불어민주당,이낙연,1809,미래통합당,황교안,1531,62.0,3426,39,2702
서울 종로구,서울,종로구,종로1·2·3·4가동,관내사전투표,1212,1212,더불어민주당,이낙연,756,미래통합당,황교안,420,24.0,1201,11,0
서울 종로구,서울,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,2283,854,더불어민주당,이낙연,356,미래통합당,황교안,462,19.0,844,10,1429
서울 종로구,서울,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,2672,1399,더불어민주당,이낙연,697,미래통합당,황교안,649,19.0,1381,18,1273
서울 종로구,서울,종로구,종로5·6가동,소계,4599,2857,더불어민주당,이낙연,1612,미래통합당,황교안,1152,43.0,2822,35,1742
서울 종로구,서울,종로구,종로5·6가동,관내사전투표,1199,1199,더불어민주당,이낙연,773,미래통합당,황교안,394,16.0,1188,11,0
서울 종로구,서울,종로구,종로5·6가동,종로5·6가동제1투,1850,893,더불어민주당,이낙연,412,미래통합당,황교안,444,18.0,880,13,957
서울 종로구,서울,종로구,종로5·6가동,종로5·6가동제2투,1550,765,더불어민주당,이낙연,427,미래통합당,황교안,314,9.0,754,11,785
서울 종로구,서울,종로구,이화동,소계,6794,4585,더불어민주당,이낙연,2822,미래통합당,황교안,1624,56.0,4519,66,2209
서울 종로구,서울,종로구,이화동,관내사전투표,2144,2144,더불어민주당,이낙연,1479,미래통합당,황교안,615,16.0,2116,28,0
서울 종로구,서울,종로구,이화동,이화동제1투,2310,1305,더불어민주당,이낙연,740,미래통합당,황교안,517,19.0,1281,24,1005
서울 종로구,서울,종로구,이화동,이화동제2투,2340,1136,더불어민주당,이낙연,603,미래통합당,황교안,492,21.0,1122,14,1204
서울 종로구,서울,종로구,혜화동,소계,13564,9675,더불어민주당,이낙연,5666,미래통합당,황교안,3667,147.0,9521,154,3889
서울 종로구,서울,종로구,혜화동,관내사전투표,4338,4334,더불어민주당,이낙연,2888,미래통합당,황교안,1329,47.0,4274,60,4
서울 종로구,서울,종로구,혜화동,혜화동제1투,2242,1396,더불어민주당,이낙연,761,미래통합당,황교안,584,22.0,1371,25,846
서울 종로구,서울,종로구,혜화동,혜화동제2투,2243,1207,더불어민주당,이낙연,616,미래통합당,황교안,547,19.0,1185,22,1036
서울 종로구,서울,종로구,혜화동,혜화동제3투,1945,1139,더불어민주당,이낙연,531,미래통합당,황교안,562,23.0,1126,13,806
서울 종로구,서울,종로구,혜화동,혜화동제4투,1430,845,더불어민주당,이낙연,472,미래통합당,황교안,331,17.0,825,20,585
서울 종로구,서울,종로구,혜화동,혜화동제5투,1366,754,더불어민주당,이낙연,398,미래통합당,황교안,314,19.0,740,14,612
서울 종로구,서울,종로구,창신제1동,소계,4784,3103,더불어민주당,이낙연,1957,미래통합당,황교안,1057,42.0,3069,34,1681
서울 종로구,서울,종로구,창신제1동,관내사전투표,1469,1469,더불어민주당,이낙연,1012,미래통합당,황교안,424,12.0,1452,17,0
서울 종로구,서울,종로구,창신제1동,창신제1동제1투,1100,394,더불어민주당,이낙연,208,미래통합당,황교안,167,11.0,389,5,706
서울 종로구,서울,종로구,창신제1동,창신제1동제2투,2215,1240,더불어민주당,이낙연,737,미래통합당,황교안,466,19.0,1228,12,975
서울 종로구,서울,종로구,창신제2동,소계,7287,4600,더불어민주당,이낙연,3015,미래통합당,황교안,1448,58.0,4530,70,2687
서울 종로구,서울,종로구,창신제2동,관내사전투표,1630,1630,더불어민주당,이낙연,1191,미래통합당,황교안,393,25.0,1610,20,0
서울 종로구,서울,종로구,창신제2동,창신제2동제1투,1606,755,더불어민주당,이낙연,469,미래통합당,황교안,265,13.0,748,7,851
서울 종로구,서울,종로구,창신제2동,창신제2동제2투,2135,1234,더불어민주당,이낙연,709,미래통합당,황교안,486,11.0,1209,25,901
서울 종로구,서울,종로구,창신제2동,창신제2동제3투,1916,981,더불어민주당,이낙연,646,미래통합당,황교안,304,9.0,963,18,935
서울 종로구,서울,종로구,창신제3동,소계,5806,4127,더불어민주당,이낙연,2539,미래통합당,황교안,1504,36.0,4090,37,1679
서울 종로구,서울,종로구,창신제3동,관내사전투표,1806,1806,더불어민주당,이낙연,1241,미래통합당,황교안,531,17.0,1794,12,0
서울 종로구,서울,종로구,창신제3동,창신제3동제1투,1545,758,더불어민주당,이낙연,453,미래통합당,황교안,287,6.0,749,9,787
서울 종로구,서울,종로구,창신제3동,창신제3동제2투,2455,1563,더불어민주당,이낙연,845,미래통합당,황교안,686,13.0,1547,16,892
서울 종로구,서울,종로구,숭인제1동,소계,5064,3262,더불어민주당,이낙연,1971,미래통합당,황교안,1204,39.0,3227,35,1802
서울 종로구,서울,종로구,숭인제1동,관내사전투표,1502,1502,더불어민주당,이낙연,1007,미래통합당,황교안,457,17.0,1487,15,0
서울 종로구,서울,종로구,숭인제1동,숭인제1동제1투,2036,927,더불어민주당,이낙연,493,미래통합당,황교안,408,11.0,915,12,1109
서울 종로구,서울,종로구,숭인제1동,숭인제1동제2투,1526,833,더불어민주당,이낙연,471,미래통합당,황교안,339,11.0,825,8,693
서울 종로구,서울,종로구,숭인제2동,소계,8122,4927,더불어민주당,이낙연,3165,미래통합당,황교안,1612,65.0,4861,66,3195
서울 종로구,서울,종로구,숭인제2동,관내사전투표,2127,2127,더불어민주당,이낙연,1495,미래통합당,황교안,586,21.0,2106,21,0
서울 종로구,서울,종로구,숭인제2동,숭인제2동제1투,1997,926,더불어민주당,이낙연,532,미래통합당,황교안,352,20.0,910,16,1071
서울 종로구,서울,종로구,숭인제2동,숭인제2동제2투,2119,907,더불어민주당,이낙연,542,미래통합당,황교안,337,14.0,896,11,1212
서울 종로구,서울,종로구,숭인제2동,숭인제2동제3투,1879,967,더불어민주당,이낙연,596,미래통합당,황교안,337,10.0,949,18,912
서울 종로구,서울,종로구,잘못 투입·구분된 투표지,잘못 투입·구분된 투표지,0,8,더불어민주당,이낙연,6,미래통합당,황교안,2,0.0,8,0,-8
서울 노원구병,서울,노원구병,합계,합계,151435,105415,더불어민주당,김성환,55556,미래통합당,이준석,46373,951.0,104525,890,46020
서울 노원구병,서울,노원구병,거소·선상투표,거소·선상투표,296,281,더불어민주당,김성환,127,미래통합당,이준석,136,6.0,276,5,15
서울 노원구병,서울,노원구병,관외사전투표,관외사전투표,10565,10551,더불어민주당,김성환,6035,미래통합당,이준석,3993,158.0,10416,135,14
서울 노원구병,서울,노원구병,국외부재자투표,국외부재자투표,605,188,더불어민주당,김성환,137,미래통합당,이준석,42,1.0,185,3,417
서울 노원구병,서울,노원구병,국외부재자투표(공관),국외부재자투표(공관),0,12,더불어민주당,김성환,7,미래통합당,이준석,5,0.0,12,0,-12
서울 노원구병,서울,노원구병,상계1동,소계,31664,20912,더불어민주당,김성환,10880,미래통합당,이준석,9413,142.0,20739,173,10752
서울 노원구병,서울,노원구병,상계1동,관내사전투표,6042,6042,더불어민주당,김성환,3616,미래통합당,이준석,2271,43.0,6005,37,0
서울 노원구병,서울,노원구병,상계1동,상계1동제1투,3744,1684,더불어민주당,김성환,838,미래통합당,이준석,786,15.0,1669,15,2060
서울 노원구병,서울,노원구병,상계1동,상계1동제2투,2907,1688,더불어민주당,김성환,899,미래통합당,이준석,733,15.0,1673,15,1219
서울 노원구병,서울,노원구병,상계1동,상계1동제3투,3385,2122,더불어민주당,김성환,1148,미래통합당,이준석,917,10.0,2100,22,1263
서울 노원구병,서울,노원구병,상계1동,상계1동제4투,2972,1755,더불어민주당,김성환,723,미래통합당,이준석,984,10.0,1744,11,1217
서울 노원구병,서울,노원구병,상계1동,상계1동제5투,3047,1864,더불어민주당,김성환,944,미래통합당,이준석,855,16.0,1847,17,1183
서울 노원구병,서울,노원구병,상계1동,상계1동제6투,3088,1892,더불어민주당,김성환,935,미래통합당,이준석,912,11.0,1879,13,1196
서울 노원구병,서울,노원구병,상계1동,상계1동제7투,3028,1789,더불어민주당,김성환,789,미래통합당,이준석,935,8.0,1767,22,1239
서울 노원구병,서울,노원구병,상계1동,상계1동제8투,3451,2076,더불어민주당,김성환,988,미래통합당,이준석,1020,14.0,2055,21,1375
서울 노원구병,서울,노원구병,상계2동,소계,17121,11328,더불어민주당,김성환,5773,미래통합당,이준석,5164,114.0,11227,101,5793
서울 노원구병,서울,노원구병,상계2동,관내사전투표,4587,4586,더불어민주당,김성환,2646,미래통합당,이준석,1808,41.0,4562,24,1
서울 노원구병,서울,노원구병,상계2동,상계2동제1투,3083,1529,더불어민주당,김성환,696,미래통합당,이준석,756,25.0,1509,20,1554
서울 노원구병,서울,노원구병,상계2동,상계2동제2투,3198,1729,더불어민주당,김성환,746,미래통합당,이준석,936,13.0,1714,15,1469
서울 노원구병,서울,노원구병,상계2동,상계2동제3투,3094,1669,더불어민주당,김성환,834,미래통합당,이준석,773,15.0,1650,19,1425
서울 노원구병,서울,노원구병,상계2동,상계2동제4투,3159,1815,더불어민주당,김성환,851,미래통합당,이준석,891,20.0,1792,23,1344
서울 노원구병,서울,노원구병,상계3·4동,소계,21871,13786,더불어민주당,김성환,7088,미래통합당,이준석,6191,152.0,13643,143,8085
서울 노원구병,서울,노원구병,상계3·4동,관내사전투표,3394,3394,더불어민주당,김성환,2053,미래통합당,이준석,1233,35.0,3361,33,0
서울 노원구병,서울,노원구병,상계3·4동,상계3·4동제1투,3483,1885,더불어민주당,김성환,941,미래통합당,이준석,871,21.0,1864,21,1598
서울 노원구병,서울,노원구병,상계3·4동,상계3·4동제2투,2750,1906,더불어민주당,김성환,935,미래통합당,이준석,906,25.0,1892,14,844
서울 노원구병,서울,노원구병,상계3·4동,상계3·4동제3투,2533,1637,더불어민주당,김성환,827,미래통합당,이준석,748,17.0,1619,18,896
서울 노원구병,서울,노원구병,상계3·4동,상계3·4동제4투,1998,1038,더불어민주당,김성환,475,미래통합당,이준석,526,9.0,1028,10,960
서울 노원구병,서울,노원구병,상계3·4동,상계3·4동제5투,2564,1665,더불어민주당,김성환,764,미래통합당,이준석,851,11.0,1650,15,899
서울 노원구병,서울,노원구병,상계3·4동,상계3·4동제6투,2721,1071,더불어민주당,김성환,507,미래통합당,이준석,518,14.0,1056,15,1650
서울 노원구병,서울,노원구병,상계3·4동,상계3·4동제7투,2428,1190,더불어민주당,김성환,586,미래통합당,이준석,538,20.0,1173,17,1238
서울 노원구병,서울,노원구병,상계5동,소계,21192,13854,더불어민주당,김성환,6978,미래통합당,이준석,6413,174.0,13751,103,7338
서울 노원구병,서울,노원구병,상계5동,관내사전투표,4816,4815,더불어민주당,김성환,2728,미래통합당,이준석,1967,52.0,4791,24,1
서울 노원구병,서울,노원구병,상계5동,상계5동제1투,2683,1163,더불어민주당,김성환,534,미래통합당,이준석,568,24.0,1144,19,1520
서울 노원구병,서울,노원구병,상계5동,상계5동제2투,3097,1789,더불어민주당,김성환,863,미래통합당,이준석,851,29.0,1776,13,1308
서울 노원구병,서울,노원구병,상계5동,상계5동제3투,2425,1211,더불어민주당,김성환,544,미래통합당,이준석,615,18.0,1203,8,1214
서울 노원구병,서울,노원구병,상계5동,상계5동제4투,2944,1846,더불어민주당,김성환,911,미래통합당,이준석,885,12.0,1832,14,1098
서울 노원구병,서울,노원구병,상계5동,상계5동제5투,2524,1485,더불어민주당,김성환,685,미래통합당,이준석,741,21.0,1470,15,1039
서울 노원구병,서울,노원구병,상계5동,상계5동제6투,2703,1545,더불어민주당,김성환,713,미래통합당,이준석,786,18.0,1535,10,1158
서울 노원구병,서울,노원구병,상계8동,소계,17478,12553,더불어민주당,김성환,7133,미래통합당,이준석,5091,61.0,12463,90,4925
서울 노원구병,서울,노원구병,상계8동,관내사전투표,4690,4690,더불어민주당,김성환,3006,미래통합당,이준석,1587,22.0,4667,23,0
서울 노원구병,서울,노원구병,상계8동,상계8동제1투,2426,1477,더불어민주당,김성환,788,미래통합당,이준석,647,9.0,1468,9,949
서울 노원구병,서울,노원구병,상계8동,상계8동제2투,3012,1951,더불어민주당,김성환,994,미래통합당,이준석,898,10.0,1937,14,1061
서울 노원구병,서울,노원구병,상계8동,상계8동제3투,2701,1690,더불어민주당,김성환,812,미래통합당,이준석,829,6.0,1675,15,1011
서울 노원구병,서울,노원구병,상계8동,상계8동제4투,1890,977,더불어민주당,김성환,618,미래통합당,이준석,326,6.0,969,8,913
서울 노원구병,서울,노원구병,상계8동,상계8동제5투,2759,1768,더불어민주당,김성환,915,미래통합당,이준석,804,8.0,1747,21,991
서울 노원구병,서울,노원구병,상계9동,소계,16970,12054,더불어민주당,김성환,6189,미래통합당,이준석,5536,84.0,11983,71,4916
서울 노원구병,서울,노원구병,상계9동,관내사전투표,4451,4451,더불어민주당,김성환,2675,미래통합당,이준석,1672,25.0,4430,21,0
서울 노원구병,서울,노원구병,상계9동,상계9동제1투,2918,1665,더불어민주당,김성환,776,미래통합당,이준석,840,10.0,1653,12,1253
서울 노원구병,서울,노원구병,상계9동,상계9동제2투,3017,1902,더불어민주당,김성환,819,미래통합당,이준석,1034,8.0,1891,11,1115
서울 노원구병,서울,노원구병,상계9동,상계9동제3투,3043,1843,더불어민주당,김성환,883,미래통합당,이준석,900,18.0,1825,18,1200
서울 노원구병,서울,노원구병,상계9동,상계9동제4투,3541,2193,더불어민주당,김성환,1036,미래통합당,이준석,1090,23.0,2184,9,1348
서울 노원구병,서울,노원구병,상계10동,소계,13673,9881,더불어민주당,김성환,5196,미래통합당,이준석,4387,59.0,9815,66,3792
서울 노원구병,서울,노원구병,상계10동,관내사전투표,3746,3746,더불어민주당,김성환,2296,미래통합당,이준석,1364,14.0,3732,14,0
서울 노원구병,서울,노원구병,상계10동,상계10동제1투,2766,1737,더불어민주당,김성환,738,미래통합당,이준석,954,13.0,1729,8,1029
서울 노원구병,서울,노원구병,상계10동,상계10동제2투,2766,1617,더불어민주당,김성환,796,미래통합당,이준석,767,7.0,1601,16,1149
서울 노원구병,서울,노원구병,상계10동,상계10동제3투,1673,1071,더불어민주당,김성환,553,미래통합당,이준석,469,14.0,1063,8,602
서울 노원구병,서울,노원구병,상계10동,상계10동제4투,2722,1710,더불어민주당,김성환,813,미래통합당,이준석,833,11.0,1690,20,1012
서울 노원구병,서울,노원구병,잘못 투입·구분된 투표지,잘못 투입·구분된 투표지,0,15,더불어민주당,김성환,13,미래통합당,이준석,2,0.0,15,0,-15
서울 금천구,서울,금천구,합계,합계,207730,132177,더불어민주당,최기상,64735,미래통합당,강성만,46278,1057.0,130435,1742,75553
서울 금천구,서울,금천구,거소·선상투표,거소·선상투표,302,282,더불어민주당,최기상,106,미래통합당,강성만,98,14.0,272,10,20
서울 금천구,서울,금천구,관외사전투표,관외사전투표,12226,12223,더불어민주당,최기상,7270,미래통합당,강성만,3156,99.0,12039,184,3
서울 금천구,서울,금천구,국외부재자투표,국외부재자투표,657,178,더불어민주당,최기상,128,미래통합당,강성만,36,2.0,177,1,479
서울 금천구,서울,금천구,국외부재자투표(공관),국외부재자투표(공관),0,7,더불어민주당,최기상,3,미래통합당,강성만,3,0.0,6,1,-7
서울 금천구,서울,금천구,가산동,소계,18625,10788,더불어민주당,최기상,5839,미래통합당,강성만,3353,99.0,10622,166,7837
서울 금천구,서울,금천구,가산동,관내사전투표,3701,3700,더불어민주당,최기상,2308,미래통합당,강성만,898,30.0,3656,44,1
서울 금천구,서울,금천구,가산동,가산동제1투,3569,1402,더불어민주당,최기상,685,미래통합당,강성만,491,13.0,1376,26,2167
서울 금천구,서울,금천구,가산동,가산동제2투,2461,1112,더불어민주당,최기상,579,미래통합당,강성만,357,14.0,1084,28,1349
서울 금천구,서울,금천구,가산동,가산동제3투,2836,1698,더불어민주당,최기상,760,미래통합당,강성만,709,8.0,1686,12,1138
서울 금천구,서울,금천구,가산동,가산동제4투,3140,1506,더불어민주당,최기상,777,미래통합당,강성만,464,13.0,1480,26,1634
서울 금천구,서울,금천구,가산동,가산동제5투,1012,502,더불어민주당,최기상,234,미래통합당,강성만,205,8.0,493,9,510
서울 금천구,서울,금천구,가산동,가산동제6투,1906,868,더불어민주당,최기상,496,미래통합당,강성만,229,13.0,847,21,1038
서울 금천구,서울,금천구,독산제1동,소계,33416,20734,더불어민주당,최기상,9999,미래통합당,강성만,7276,147.0,20489,245,12682
서울 금천구,서울,금천구,독산제1동,관내사전투표,4656,4656,더불어민주당,최기상,2663,미래통합당,강성만,1208,27.0,4617,39,0
서울 금천구,서울,금천구,독산제1동,독산제1동제1투,3811,1615,더불어민주당,최기상,745,미래통합당,강성만,556,12.0,1590,25,2196
서울 금천구,서울,금천구,독산제1동,독산제1동제2투,2651,1227,더불어민주당,최기상,610,미래통합당,강성만,416,12.0,1200,27,1424
서울 금천구,서울,금천구,독산제1동,독산제1동제3투,5236,2423,더불어민주당,최기상,1201,미래통합당,강성만,802,20.0,2392,31,2813
서울 금천구,서울,금천구,독산제1동,독산제1동제4투,3576,2290,더불어민주당,최기상,1089,미래통합당,강성만,879,13.0,2268,22,1286
서울 금천구,서울,금천구,독산제1동,독산제1동제5투,2903,1686,더불어민주당,최기상,771,미래통합당,강성만,602,23.0,1635,51,1217
서울 금천구,서울,금천구,독산제1동,독산제1동제6투,3667,2337,더불어민주당,최기상,942,미래통합당,강성만,1015,18.0,2312,25,1330
서울 금천구,서울,금천구,독산제1동,독산제1동제7투,4026,2661,더불어민주당,최기상,1147,미래통합당,강성만,1132,13.0,2646,15,1365
서울 금천구,서울,금천구,독산제1동,독산제1동제8투,2890,1839,더불어민주당,최기상,831,미래통합당,강성만,666,9.0,1829,10,1051
서울 금천구,서울,금천구,독산제2동,소계,16589,9822,더불어민주당,최기상,4724,미래통합당,강성만,3470,99.0,9712,110,6767
서울 금천구,서울,금천구,독산제2동,관내사전투표,3657,3656,더불어민주당,최기상,2006,미래통합당,강성만,1093,34.0,3631,25,1
서울 금천구,서울,금천구,독산제2동,독산제2동제1투,2232,1059,더불어민주당,최기상,453,미래통합당,강성만,407,15.0,1041,18,1173
서울 금천구,서울,금천구,독산제2동,독산제2동제2투,2134,979,더불어민주당,최기상,423,미래통합당,강성만,390,8.0,961,18,1155
서울 금천구,서울,금천구,독산제2동,독산제2동제3투,2026,991,더불어민주당,최기상,463,미래통합당,강성만,362,13.0,978,13,1035
서울 금천구,서울,금천구,독산제2동,독산제2동제4투,2043,1078,더불어민주당,최기상,447,미래통합당,강성만,454,14.0,1072,6,965
서울 금천구,서울,금천구,독산제2동,독산제2동제5투,2124,904,더불어민주당,최기상,418,미래통합당,강성만,324,7.0,889,15,1220
서울 금천구,서울,금천구,독산제2동,독산제2동제6투,2373,1155,더불어민주당,최기상,514,미래통합당,강성만,440,8.0,1140,15,1218
서울 금천구,서울,금천구,독산제3동,소계,21558,12530,더불어민주당,최기상,6310,미래통합당,강성만,4458,100.0,12353,177,9028
서울 금천구,서울,금천구,독산제3동,관내사전투표,4499,4498,더불어민주당,최기상,2523,미래통합당,강성만,1372,26.0,4440,58,1
서울 금천구,서울,금천구,독산제3동,독산제3동제1투,3042,1490,더불어민주당,최기상,703,미래통합당,강성만,591,18.0,1466,24,1552
서울 금천구,서울,금천구,독산제3동,독산제3동제2투,3030,1577,더불어민주당,최기상,741,미래통합당,강성만,636,10.0,1549,28,1453
서울 금천구,서울,금천구,독산제3동,독산제3동제3투,3099,1431,더불어민주당,최기상,655,미래통합당,강성만,548,18.0,1412,19,1668
서울 금천구,서울,금천구,독산제3동,독산제3동제4투,2700,986,더불어민주당,최기상,459,미래통합당,강성만,364,10.0,966,20,1714
서울 금천구,서울,금천구,독산제3동,독산제3동제5투,2409,1158,더불어민주당,최기상,566,미래통합당,강성만,423,7.0,1153,5,1251
서울 금천구,서울,금천구,독산제3동,독산제3동제6투,2779,1390,더불어민주당,최기상,663,미래통합당,강성만,524,11.0,1367,23,1389
서울 금천구,서울,금천구,독산제4동,소계,14028,8420,더불어민주당,최기상,4187,미래통합당,강성만,2867,57.0,8305,115,5608
서울 금천구,서울,금천구,독산제4동,관내사전투표,3713,3713,더불어민주당,최기상,2023,미래통합당,강성만,1099,18.0,3673,40,0
서울 금천구,서울,금천구,독산제4동,독산제4동제1투,2688,1104,더불어민주당,최기상,546,미래통합당,강성만,386,19.0,1084,20,1584
서울 금천구,서울,금천구,독산제4동,독산제4동제2투,2670,1232,더불어민주당,최기상,531,미래통합당,강성만,500,8.0,1220,12,1438
서울 금천구,서울,금천구,독산제4동,독산제4동제3투,2127,930,더불어민주당,최기상,406,미래통합당,강성만,358,3.0,910,20,1197
서울 금천구,서울,금천구,독산제4동,독산제4동제4투,2830,1441,더불어민주당,최기상,681,미래통합당,강성만,524,9.0,1418,23,1389
서울 금천구,서울,금천구,시흥제1동,소계,27870,16347,더불어민주당,최기상,7554,미래통합당,강성만,6243,133.0,16128,219,11523
서울 금천구,서울,금천구,시흥제1동,관내사전투표,4794,4793,더불어민주당,최기상,2506,미래통합당,강성만,1587,26.0,4741,52,1
서울 금천구,서울,금천구,시흥제1동,시흥제1동제1투,2677,1498,더불어민주당,최기상,682,미래통합당,강성만,579,17.0,1476,22,1179
서울 금천구,서울,금천구,시흥제1동,시흥제1동제2투,3536,1949,더불어민주당,최기상,811,미래통합당,강성만,800,14.0,1921,28,1587
서울 금천구,서울,금천구,시흥제1동,시흥제1동제3투,4666,2547,더불어민주당,최기상,1149,미래통합당,강성만,1126,6.0,2525,22,2119
서울 금천구,서울,금천구,시흥제1동,시흥제1동제4투,2253,898,더불어민주당,최기상,425,미래통합당,강성만,309,11.0,877,21,1355
서울 금천구,서울,금천구,시흥제1동,시흥제1동제5투,2481,1161,더불어민주당,최기상,465,미래통합당,강성만,482,12.0,1137,24,1320
서울 금천구,서울,금천구,시흥제1동,시흥제1동제6투,2262,1157,더불어민주당,최기상,521,미래통합당,강성만,434,20.0,1142,15,1105
서울 금천구,서울,금천구,시흥제1동,시흥제1동제7투,2183,1145,더불어민주당,최기상,485,미래통합당,강성만,445,15.0,1128,17,1038
서울 금천구,서울,금천구,시흥제1동,시흥제1동제8투,3018,1199,더불어민주당,최기상,510,미래통합당,강성만,481,12.0,1181,18,1819
서울 금천구,서울,금천구,시흥제2동,소계,17784,12481,더불어민주당,최기상,5579,미래통합당,강성만,4733,64.0,12354,127,5303
서울 금천구,서울,금천구,시흥제2동,관내사전투표,3988,3988,더불어민주당,최기상,2066,미래통합당,강성만,1241,17.0,3945,43,0
서울 금천구,서울,금천구,시흥제2동,시흥제2동제1투,2103,906,더불어민주당,최기상,344,미래통합당,강성만,354,5.0,892,14,1197
서울 금천구,서울,금천구,시흥제2동,시흥제2동제2투,2297,1420,더불어민주당,최기상,573,미래통합당,강성만,593,12.0,1405,15,877
서울 금천구,서울,금천구,시흥제2동,시흥제2동제3투,2588,1766,더불어민주당,최기상,621,미래통합당,강성만,891,8.0,1751,15,822
서울 금천구,서울,금천구,시흥제2동,시흥제2동제4투,2724,1960,더불어민주당,최기상,809,미래통합당,강성만,810,10.0,1947,13,764
서울 금천구,서울,금천구,시흥제2동,시흥제2동제5투,2472,1606,더불어민주당,최기상,785,미래통합당,강성만,528,5.0,1591,15,866
서울 금천구,서울,금천구,시흥제2동,시흥제2동제6투,1612,835,더불어민주당,최기상,381,미래통합당,강성만,316,7.0,823,12,777
서울 금천구,서울,금천구,시흥제3동,소계,9770,6671,더불어민주당,최기상,3134,미래통합당,강성만,2473,59.0,6600,71,3099
서울 금천구,서울,금천구,시흥제3동,관내사전투표,2848,2848,더불어민주당,최기상,1480,미래통합당,강성만,899,26.0,2828,20,0
서울 금천구,서울,금천구,시흥제3동,시흥제3동제1투,2385,1220,더불어민주당,최기상,531,미래통합당,강성만,495,11.0,1204,16,1165
서울 금천구,서울,금천구,시흥제3동,시흥제3동제2투,1661,901,더불어민주당,최기상,400,미래통합당,강성만,338,7.0,890,11,760
