읍면동명,투표구명,선거인수,투표수,민생당,미래한국당,더불어시민당,정의당,우리공화당,민중당,한국경제당,국민의당,친박신당,열린민주당,코리아,가자!평화인권당,가자환경당,국가혁명배당금당,국민새정당,국민참여신당,기독자유통일당,깨어있는시민연대당,남북통일당,노동당,녹색당,대한당,대한민국당,미래당,미래민주당,새누리당,여성의당,우리당,자유당,새벽당,자영업당,충청의미래당,통일민주당,한국복지당,홍익당,계,무효투표수,기권수
,오남읍제9투,4178,2187,47,538,794,262,7,18,4,161,12,139,3,0,0,19,1,1,46,0,1,4,3,0,0,5,7,9,21,1,0,6,0,1,1,1,0,2112,75,1991
,오남읍제10투,2859,1249,19,362,418,122,11,13,4,90,4,55,5,0,0,10,0,3,41,1,2,3,2,0,2,3,4,3,4,1,2,6,1,0,1,0,1,1193,56,1610
별내면,소계,16302,10578,229,3164,3569,1015,73,93,13,666,82,614,10,1,7,84,5,6,252,4,4,9,15,0,3,17,21,18,110,0,10,49,5,1,3,5,6,10163,415,5724
,관내사전투표,3708,3708,84,940,1471,357,6,26,4,217,18,329,5,0,2,18,2,3,42,1,0,3,5,0,0,8,4,3,38,0,3,11,2,1,2,0,1,3606,102,0
,별내면제1투,1123,455,5,219,91,28,10,10,0,24,8,10,0,0,0,5,0,0,15,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,1,432,23,668
,별내면제2투,2711,1567,33,475,462,194,14,11,1,109,9,62,3,0,3,15,1,0,49,1,2,2,1,0,0,2,4,4,17,0,2,12,1,0,1,2,1,1493,74,1144
,별내면제3투,2940,1531,32,514,471,95,17,12,3,100,28,58,1,0,1,20,1,3,53,0,1,1,4,0,3,2,6,2,9,0,1,4,0,0,0,2,0,1444,87,1409
,별내면제4투,2803,1632,41,480,551,176,14,12,3,113,11,79,0,0,1,11,0,0,37,1,1,2,1,0,0,1,3,5,21,0,0,7,2,0,0,0,1,1574,58,1171
,별내면제5투,3017,1685,34,536,523,165,12,22,2,103,8,76,1,1,0,15,1,0,56,1,0,1,3,0,0,4,3,4,22,0,4,14,0,0,0,1,2,1614,71,1332
수동면,소계,8154,5115,164,1983,1438,362,72,19,11,210,43,203,8,2,2,41,4,5,168,3,4,2,6,0,4,9,7,7,13,0,3,11,4,3,1,4,11,4827,288,3039
,관내사전투표,2529,2528,86,873,820,196,31,12,4,105,15,136,5,0,2,16,3,2,58,3,2,1,4,0,3,6,3,3,8,0,1,3,1,1,0,0,8,2411,117,1
,수동면제1투,2109,828,28,331,211,57,9,0,5,39,6,23,3,0,0,10,0,1,32,0,0,0,2,0,0,1,3,2,1,0,1,3,2,0,1,1,2,774,54,1281
,수동면제2투,2318,1123,27,525,240,64,18,2,2,39,16,29,0,1,0,9,1,1,58,0,2,1,0,0,0,2,1,2,3,0,1,3,0,1,0,0,0,1048,75,1195
,수동면제3투,1198,636,23,254,167,45,14,5,0,27,6,15,0,1,0,6,0,1,20,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,3,1,594,42,562
조안면,소계,3467,2252,41,1044,499,177,27,16,3,97,21,94,0,0,2,16,0,0,60,1,1,1,12,0,1,7,10,3,5,0,0,23,0,3,2,4,1,2171,81,1215
,관내사전투표,719,719,7,274,209,72,7,4,1,25,6,55,0,0,0,6,0,0,13,1,1,0,2,0,0,1,3,1,3,0,0,3,0,1,2,0,0,697,22,0
,조안면제1투,1336,722,20,396,121,42,7,1,2,33,12,27,0,0,1,5,0,0,12,0,0,1,3,0,1,2,1,1,2,0,0,5,0,0,0,1,1,697,25,614
,조안면제2투,1412,811,14,374,169,63,13,11,0,39,3,12,0,0,1,5,0,0,35,0,0,0,7,0,0,4,6,1,0,0,0,15,0,2,0,3,0,777,34,601
호평동,소계,37371,23709,802,6593,8536,2233,148,128,17,1686,81,1576,16,4,4,151,4,9,484,10,5,13,28,2,6,38,46,32,179,4,5,101,7,1,7,6,12,22974,735,13662
,관내사전투표,7116,7116,208,1766,2952,667,28,48,3,394,23,640,3,2,0,37,1,1,54,2,1,2,12,1,1,9,7,9,56,1,0,9,0,1,1,3,2,6944,172,0
,호평동제1투,4444,2044,80,643,612,186,21,10,1,172,10,97,7,0,0,18,0,1,51,1,0,0,2,1,0,5,10,3,16,0,1,10,3,0,2,0,0,1963,81,2400
,호평동제2투,4513,2508,93,736,830,254,19,18,3,212,11,123,0,0,0,19,1,0,62,2,1,4,3,0,0,4,5,4,17,2,0,10,1,0,2,2,2,2440,68,2005
,호평동제3투,4671,2495,96,760,824,222,15,8,3,184,7,134,0,0,1,16,0,0,63,2,1,4,3,0,1,5,6,3,26,0,1,14,0,0,0,1,0,2400,95,2176
,호평동제4투,2911,1698,51,499,574,162,7,5,2,128,3,117,1,0,1,10,0,1,51,0,0,0,1,0,2,1,1,3,6,0,1,17,2,0,0,0,1,1647,51,1213
,호평동제5투,3235,1876,47,614,614,145,9,4,3,162,6,117,1,1,0,9,1,1,37,1,0,0,2,0,0,1,5,1,10,0,0,13,0,0,1,0,1,1806,70,1359
,호평동제6투,2409,1448,50,360,527,155,8,6,1,121,5,89,2,0,1,16,0,2,29,0,1,1,3,0,1,4,5,2,11,0,0,9,0,0,0,0,2,1411,37,961
,호평동제7투,4084,2425,91,717,799,238,26,11,1,184,11,119,1,0,1,15,1,2,67,2,1,0,2,0,0,7,3,4,17,1,0,13,0,0,1,0,2,2337,88,1659
,호평동제8투,3988,2099,86,498,804,204,15,18,0,129,5,140,1,1,0,11,0,1,70,0,0,2,0,0,1,2,4,3,20,0,2,6,1,0,0,0,2,2026,73,1889
평내동,소계,25774,16974,568,4512,6309,1730,116,84,16,1027,58,1064,9,1,5,106,2,9,347,11,3,10,15,4,3,32,45,28,147,0,4,60,4,0,7,4,11,16351,623,8800
,관내사전투표,5228,5228,141,1192,2244,485,33,22,1,266,18,482,2,0,0,19,2,1,70,3,1,5,6,1,1,11,5,7,38,0,1,7,2,0,2,0,1,5069,159,0
,평내동제1투,2319,1408,45,442,439,139,11,7,0,83,9,64,0,0,1,11,0,0,36,0,1,0,3,2,1,3,5,4,9,0,0,4,1,0,2,0,2,1324,84,911
,평내동제2투,2875,1337,65,445,408,128,9,10,2,67,2,36,0,0,0,12,0,3,53,0,0,0,1,0,1,3,4,2,10,0,0,2,0,0,1,0,1,1265,72,1538
,평내동제3투,2193,1291,51,310,484,133,3,2,1,96,4,92,0,0,0,11,0,0,22,4,1,1,1,0,0,1,6,1,13,0,0,8,0,0,0,0,1,1246,45,902
,평내동제4투,2967,1742,64,427,668,179,6,8,4,127,6,84,1,0,0,14,0,1,49,0,0,1,1,0,0,4,3,2,11,0,2,10,0,0,1,1,1,1675,67,1225
,평내동제5투,3832,2052,73,597,695,215,21,11,3,140,7,109,1,1,2,13,0,1,46,1,0,0,1,0,0,3,9,5,23,0,0,7,1,0,0,0,2,1987,65,1780
,평내동제6투,3446,2002,55,560,736,214,13,11,3,122,5,104,2,0,2,13,0,2,33,1,0,2,0,0,0,5,7,6,22,0,1,14,0,0,1,1,1,1936,66,1444
,평내동제7투,2914,1914,74,539,635,237,20,13,2,126,7,93,3,0,0,13,0,1,38,2,0,1,2,1,0,2,6,1,21,0,0,8,0,0,0,2,2,1849,65,1000
금곡동,소계,16813,10110,219,3655,3188,830,106,78,10,479,59,389,9,4,1,91,7,7,270,7,3,10,8,2,9,27,18,26,85,0,8,22,6,3,4,11,10,9661,449,6703
,관내사전투표,3039,3039,48,920,1185,281,27,28,3,153,16,180,1,0,1,23,1,2,20,3,1,1,4,1,0,4,4,10,25,0,3,3,0,0,0,3,2,2953,86,0
,금곡동제1투,1897,966,20,415,253,65,8,1,1,32,9,30,3,0,0,8,0,0,45,0,0,1,0,0,1,2,3,3,12,0,2,7,2,0,1,1,0,925,41,931
,금곡동제2투,2607,1330,40,512,390,93,13,14,1,59,9,36,0,1,0,13,2,2,42,1,0,1,0,1,0,5,4,1,14,0,0,1,1,0,2,0,1,1259,71,1277
,금곡동제3투,2613,1334,28,492,388,105,19,9,1,63,4,39,1,2,0,12,1,1,46,1,1,1,2,0,3,5,2,4,10,0,1,4,1,1,1,2,1,1251,83,1279
,금곡동제4투,2170,970,23,360,275,76,9,8,1,37,10,27,1,0,0,9,3,0,53,1,0,3,2,0,1,2,2,0,1,0,1,5,0,0,0,2,4,916,54,1200
,금곡동제5투,4487,2471,60,956,697,210,30,18,3,135,11,77,3,1,0,26,0,2,64,1,1,3,0,0,4,9,3,8,23,0,1,2,2,2,0,3,2,2357,114,2016
양정동,소계,4316,2856,69,1219,712,220,11,21,4,133,23,152,2,2,2,28,1,2,82,2,0,0,2,0,0,8,6,3,9,2,0,9,1,1,2,5,2,2735,121,1460
,관내사전투표,1220,1220,29,427,394,100,5,8,1,69,5,99,0,1,1,8,0,1,10,1,0,0,2,0,0,3,2,1,2,1,0,1,0,0,1,4,2,1178,42,0
,양정동제1투,1772,897,17,436,173,59,4,8,3,44,10,21,0,1,0,12,0,0,41,0,0,0,0,0,0,3,3,1,4,1,0,4,1,1,1,0,0,848,49,875
,양정동제2투,1324,739,23,356,145,61,2,5,0,20,8,32,2,0,1,8,1,1,31,1,0,0,0,0,0,2,1,1,3,0,0,4,0,0,0,1,0,709,30,585
별내동,소계,53385,32947,621,9669,11362,3272,159,195,19,2662,147,2118,20,3,8,184,5,8,681,8,5,17,54,4,9,51,64,64,314,4,10,118,15,3,13,9,12,31907,1040,20438
,관내사전투표,7316,7315,123,1766,3053,702,29,35,2,414,22,783,2,1,0,24,4,3,62,2,1,0,11,1,2,4,6,11,58,0,0,8,3,0,4,2,1,7139,176,1
,별내동제1투,5572,2750,64,680,1009,294,26,21,1,229,10,120,1,0,0,13,0,0,70,1,2,0,7,0,0,6,9,3,37,1,0,9,0,0,3,3,1,2620,130,2822
,별내동제2투,3442,2033,48,658,608,218,8,19,5,184,9,109,0,0,1,14,0,0,40,0,0,4,3,0,0,2,4,4,19,0,1,10,5,0,0,1,2,1976,57,1409
,별내동제3투,2631,1616,26,476,539,169,3,9,0,139,9,82,3,1,1,8,0,0,43,0,0,2,7,0,1,6,2,3,18,0,1,9,1,1,1,1,0,1561,55,1015
,별내동제4투,4337,2628,58,789,878,275,11,14,1,216,20,161,1,0,1,13,0,0,62,3,0,1,3,0,0,4,7,6,25,1,0,8,1,0,0,0,1,2560,68,1709
,별내동제5투,4509,2571,47,735,882,255,13,22,3,251,9,163,2,1,0,13,0,1,57,1,0,3,5,0,0,3,6,3,26,0,1,5,0,1,1,0,1,2510,61,1938
,별내동제6투,2738,1292,21,401,436,119,8,10,0,100,8,49,0,0,0,13,0,0,35,0,1,2,1,0,0,4,5,6,11,0,1,5,0,0,0,1,1,1238,54,1446
,별내동제7투,3963,2195,32,699,686,228,9,16,3,185,9,125,1,0,2,16,0,0,49,0,0,2,3,0,0,5,3,5,17,0,4,14,1,1,0,0,1,2116,79,1768
,별내동제8투,4441,2304,44,741,700,230,13,11,3,218,10,121,4,0,1,14,0,1,64,0,0,0,5,1,2,2,2,7,21,0,0,10,0,0,2,0,2,2229,75,2137
,별내동제9투,2333,1277,30,409,396,107,7,8,0,112,7,68,0,0,0,8,0,1,33,1,0,0,4,0,1,3,0,3,16,0,0,9,0,0,1,0,0,1224,53,1056
,별내동제10투,3029,1822,35,649,537,171,7,8,0,176,15,87,1,0,0,12,0,0,39,0,0,2,0,0,2,1,5,5,10,0,1,5,1,0,0,0,0,1769,53,1207
,별내동제11투,2515,1453,30,466,411,145,6,7,0,142,8,74,2,0,0,17,0,2,39,0,1,1,2,0,0,6,7,5,15,1,0,8,1,0,0,0,0,1396,57,1062
,별내동제12투,3270,1925,28,587,711,178,14,12,0,120,5,92,3,0,2,9,1,0,59,0,0,0,0,1,1,3,4,1,19,0,0,8,1,0,1,0,0,1860,65,1345
,별내동제13투,3289,1766,35,613,516,181,5,3,1,176,6,84,0,0,0,10,0,0,29,0,0,0,3,1,0,2,4,2,22,1,1,10,1,0,0,1,2,1709,57,1523
다산1동,소계,54348,36579,666,11149,12303,3932,182,169,29,2873,111,2281,20,5,6,198,8,8,687,11,7,18,49,1,7,69,61,78,303,3,10,141,13,6,12,7,14,35437,1142,17769
,관내사전투표,7594,7593,102,2073,3095,697,34,38,9,435,19,724,5,0,0,26,1,2,59,2,1,1,12,0,3,6,4,16,56,0,1,17,2,1,0,1,2,7444,149,1
,다산1동제1투,3701,1818,39,654,525,163,14,4,0,88,11,89,1,0,0,10,0,0,64,3,0,1,3,0,0,6,2,5,21,0,0,6,3,3,1,1,0,1717,101,1883
,다산1동제2투,3819,2201,48,690,656,258,12,12,5,142,14,130,2,0,1,20,0,1,60,0,1,1,2,0,1,8,5,7,24,0,2,14,0,0,1,1,2,2120,81,1618
,다산1동제3투,2864,1649,37,521,526,159,19,7,1,108,8,67,1,2,0,18,1,0,45,0,2,2,2,0,2,4,8,2,16,0,1,9,0,0,0,0,3,1571,78,1215
,다산1동제4투,2545,1799,29,773,435,146,16,5,1,144,5,93,1,0,0,9,1,0,55,2,0,1,1,0,0,3,4,1,21,0,0,12,0,0,1,0,2,1761,38,746
,다산1동제5투,3104,2189,39,827,605,205,14,11,3,188,10,105,0,0,2,10,0,0,47,1,1,0,0,0,1,4,4,5,18,0,1,9,1,0,0,0,0,2111,78,915
,다산1동제6투,2631,1916,33,774,526,186,6,8,2,155,4,67,1,0,0,8,1,0,50,2,0,0,1,0,0,7,6,6,12,0,1,4,0,0,0,0,1,1861,55,715
,다산1동제7투,3211,2280,23,1028,526,210,11,5,3,175,7,97,1,0,1,13,1,0,58,0,1,1,5,0,0,4,0,6,21,0,0,11,1,0,1,1,1,2212,68,931
,다산1동제8투,2261,1406,30,484,392,140,16,5,0,110,3,79,2,1,0,8,0,0,36,0,1,2,4,1,0,6,1,4,19,0,0,10,1,2,1,0,0,1358,48,855
,다산1동제9투,3078,1779,29,507,595,239,6,8,0,163,3,89,1,0,2,14,0,2,41,0,0,1,0,0,0,2,2,6,10,0,0,10,1,0,1,0,1,1733,46,1299
,다산1동제10투,2669,1423,22,404,451,179,4,2,1,132,4,93,1,0,0,7,1,0,29,1,0,1,2,0,0,1,2,3,7,0,1,9,0,0,1,1,0,1359,64,1246
,다산1동제11투,3332,2050,54,553,691,242,10,6,1,207,8,120,1,0,0,15,0,0,31,0,0,1,6,0,0,6,9,7,13,1,1,11,2,0,2,0,0,1998,52,1282
,다산1동제12투,3058,2127,55,424,811,299,3,18,0,197,5,167,0,0,0,6,1,1,27,0,0,0,2,0,0,1,2,2,20,0,0,5,1,0,1,1,0,2049,78,931
,다산1동제13투,3969,2471,40,566,940,315,6,10,2,265,4,161,0,0,0,10,0,1,21,0,0,1,3,0,0,5,6,5,22,0,2,8,1,0,1,0,0,2395,76,1498
,다산1동제14투,2175,1431,34,281,631,173,6,9,1,111,1,76,1,1,0,10,0,0,27,0,0,1,2,0,0,2,0,2,7,0,0,2,0,0,0,1,0,1379,52,744
,다산1동제15투,4337,2447,52,590,898,321,5,21,0,253,5,124,2,1,0,14,1,1,37,0,0,4,4,0,0,4,6,1,16,2,0,4,0,0,1,0,2,2369,78,1890
다산2동,소계,25514,17104,309,5036,5892,1836,77,107,11,1319,29,1071,9,2,4,90,7,9,323,6,4,9,18,0,6,32,35,33,131,5,8,72,10,1,7,2,8,16518,586,8410
,관내사전투표,4577,4577,76,1230,1783,472,15,21,0,301,2,430,2,0,1,17,2,1,36,2,3,6,7,0,3,3,7,1,32,0,0,9,2,1,1,0,1,4467,110,0
,다산2동제1투,3805,2353,31,765,710,248,16,16,6,225,6,98,2,1,0,15,1,1,62,2,1,0,5,0,0,8,7,4,20,0,2,13,1,0,2,0,1,2269,84,1452
,다산2동제2투,3717,1965,52,649,626,175,13,18,2,103,7,72,1,1,0,14,1,1,84,0,0,1,1,0,2,6,2,5,24,1,2,9,0,0,2,1,1,1876,89,1752
,다산2동제3투,3186,2104,30,627,667,240,10,17,3,183,5,124,1,0,1,11,1,4,46,1,0,1,3,0,1,0,3,7,25,1,0,13,4,0,2,0,3,2034,70,1082
,다산2동제4투,3626,2112,36,669,696,222,9,7,0,185,4,123,0,0,1,12,0,1,28,0,0,1,1,0,0,7,9,5,11,2,2,5,1,0,0,0,2,2039,73,1514
,다산2동제5투,3590,2090,40,606,704,242,11,9,0,174,1,112,3,0,0,16,2,1,34,1,0,0,1,0,0,3,3,6,10,1,2,15,2,0,0,0,0,1999,91,1500
,다산2동제6투,3013,1903,44,490,706,237,3,19,0,148,4,112,0,0,1,5,0,0,33,0,0,0,0,0,0,5,4,5,9,0,0,8,0,0,0,1,0,1834,69,1110
퇴계원읍,소계,24661,15686,383,5184,5221,1410,94,127,23,916,91,734,17,2,3,105,5,3,327,6,5,13,15,3,8,48,52,35,114,3,12,54,4,1,10,8,7,15043,643,8975
,관내사전투표,5330,5330,132,1647,2012,455,27,51,7,277,30,316,5,0,1,32,3,1,53,3,1,7,3,1,3,10,12,12,38,1,4,9,1,0,3,0,2,5159,171,0
,퇴계원읍제1투,3467,1887,47,649,592,165,9,16,2,126,6,90,2,0,0,11,2,1,40,0,1,2,3,0,1,6,8,7,10,0,3,6,0,0,0,2,0,1807,80,1580
,퇴계원읍제2투,4146,2010,57,655,646,181,9,18,5,100,9,73,3,0,1,22,0,0,61,1,1,1,1,1,0,8,6,5,16,2,0,13,0,1,4,2,2,1904,106,2136
,퇴계원읍제3투,3867,1864,42,652,560,155,13,11,4,110,18,62,3,2,1,12,0,0,52,0,1,2,2,1,1,13,9,3,15,0,3,11,1,0,1,2,0,1762,102,2003
,퇴계원읍제4투,1827,921,13,312,285,101,8,6,1,54,6,31,2,0,0,8,0,1,21,2,1,0,2,0,2,2,4,2,8,0,0,8,1,0,1,1,1,884,37,906
,퇴계원읍제5투,3212,1986,52,691,600,189,16,20,3,122,16,83,1,0,0,10,0,0,59,0,0,1,2,0,1,1,8,4,17,0,1,1,1,0,1,1,2,1903,83,1226
,퇴계원읍제6투,2812,1688,40,578,526,164,12,5,1,127,6,79,1,0,0,10,0,0,41,0,0,0,2,0,0,8,5,2,10,0,1,6,0,0,0,0,0,1624,64,1124
잘못 투입·구분된 투표지,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
합계,,443167,291031,6496,81146,100048,32147,1545,2310,343,22422,1054,16393,327,74,78,1999,91,153,4735,113,78,225,493,35,128,843,754,705,2481,52,179,1013,146,58,125,109,156,279054,11977,152136
거소·선상투표,,660,631,38,144,156,55,6,6,4,48,4,22,10,0,0,21,1,1,12,1,0,2,1,0,3,10,1,2,0,0,7,3,2,0,0,0,1,561,70,29
관외사전투표,,29153,29097,722,6547,10485,3445,94,262,65,2294,92,1984,96,9,15,294,5,21,240,13,15,45,90,4,22,69,91,128,314,8,45,61,26,10,14,21,23,27669,1428,56
재외투표,,1528,361,7,69,134,31,1,0,0,35,0,60,0,0,0,1,0,0,5,0,0,1,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,351,10,1167
재외투표(공관),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세류1동,소계,8767,5661,124,1880,1667,585,50,42,4,401,32,300,4,0,2,41,5,4,105,4,2,4,10,1,0,11,11,17,48,2,2,23,2,2,2,3,1,5391,270,3106
,관내사전투표,1975,1975,40,602,679,192,19,17,3,126,8,146,1,0,1,15,2,2,17,2,2,1,2,0,0,4,6,4,17,0,0,3,0,0,0,0,0,1911,64,0
,세류1동제1투,1574,951,19,321,265,102,10,4,0,82,7,45,1,0,0,4,2,0,22,1,0,0,4,1,0,2,1,4,15,0,0,1,0,1,0,0,0,914,37,623
,세류1동제2투,2583,1146,30,393,297,128,15,8,0,70,13,41,1,0,0,13,0,0,30,0,0,0,0,0,0,2,4,5,11,1,1,3,1,1,2,0,1,1071,75,1437
,세류1동제3투,2635,1589,35,564,426,163,6,13,1,123,4,68,1,0,1,9,1,2,36,1,0,3,4,0,0,3,0,4,5,1,1,16,1,0,0,3,0,1495,94,1046
세류2동,소계,20231,10481,251,3483,3298,974,124,66,13,529,68,408,9,8,1,78,6,9,240,6,4,11,12,3,8,38,38,26,82,1,5,48,7,1,9,9,3,9876,605,9750
,관내사전투표,3269,3269,71,1005,1179,323,31,22,4,160,27,177,4,1,0,17,2,3,23,1,1,1,2,0,2,10,10,5,22,1,2,3,2,0,2,2,2,3117,152,0
,세류2동제1투,3094,1197,31,445,324,99,16,3,1,67,7,33,1,0,0,6,0,0,40,1,1,3,1,0,1,6,2,4,7,0,0,9,1,0,1,1,0,1111,86,1897
,세류2동제2투,2437,1228,38,428,333,132,13,10,1,56,10,49,0,2,1,6,3,1,39,0,1,1,1,1,2,3,3,4,6,0,0,8,0,0,1,1,0,1154,74,1209
,세류2동제3투,2655,1023,27,342,327,76,16,10,2,64,3,27,0,1,0,11,0,0,30,0,0,1,2,1,1,5,4,4,7,0,0,5,0,1,0,0,0,967,56,1632
,세류2동제4투,3258,1245,26,423,369,97,22,5,2,54,9,50,1,3,0,8,1,4,49,1,1,2,1,0,0,4,6,5,7,0,0,7,1,0,2,2,0,1162,83,2013
,세류2동제5투,3163,1419,34,485,423,133,9,7,2,73,6,41,2,0,0,18,0,0,31,3,0,2,4,1,1,8,9,4,14,0,2,8,2,0,3,3,0,1328,91,1744
,세류2동제6투,2355,1100,24,355,343,114,17,9,1,55,6,31,1,1,0,12,0,1,28,0,0,1,1,0,1,2,4,0,19,0,1,8,1,0,0,0,1,1037,63,1255
세류3동,소계,16869,9142,232,3165,2944,826,79,52,12,465,60,365,15,2,2,69,6,3,171,3,2,5,16,0,6,35,31,30,70,2,5,26,3,1,6,4,2,8715,427,7727
,관내사전투표,3418,3418,70,1094,1251,310,33,13,5,148,25,195,7,1,0,22,2,1,26,0,0,2,6,0,1,10,12,14,30,0,3,4,1,1,0,2,2,3291,127,0
,세류3동제1투,3703,1667,46,622,511,141,10,13,2,81,6,49,1,0,1,15,0,1,43,2,1,1,1,0,1,9,6,3,16,0,0,1,0,0,1,1,0,1585,82,2036
,세류3동제2투,2800,1065,36,378,332,88,9,7,1,49,10,27,2,1,0,11,0,0,23,0,0,0,2,0,1,4,3,3,6,1,0,7,1,0,2,0,0,1004,61,1735
,세류3동제3투,3326,1633,45,583,469,152,18,10,3,104,6,53,2,0,0,11,2,1,44,1,1,1,4,0,2,7,6,4,7,1,2,8,1,0,1,1,0,1550,83,1693
,세류3동제4투,3622,1359,35,488,381,135,9,9,1,83,13,41,3,0,1,10,2,0,35,0,0,1,3,0,1,5,4,6,11,0,0,6,0,0,2,0,0,1285,74,2263
평동,소계,32309,19614,457,6125,6388,1853,154,154,28,1250,104,928,16,3,7,165,11,17,436,5,12,14,32,4,13,73,65,39,163,4,10,77,14,3,7,8,14,18653,961,12695
,관내사전투표,5144,5144,107,1492,1969,465,20,29,4,267,22,363,4,0,2,32,2,2,62,1,2,1,12,1,1,20,6,4,41,3,0,10,1,0,2,0,5,4952,192,0
,평동제1투,1905,876,10,335,222,69,18,5,2,64,4,39,3,0,1,8,2,0,20,0,0,0,0,0,1,1,3,2,7,0,1,2,0,0,1,0,1,821,55,1029
,평동제2투,2040,963,24,370,264,73,6,7,0,63,8,29,0,1,0,20,1,0,17,1,0,1,0,0,0,1,3,3,4,0,1,2,0,1,0,0,0,900,63,1077
,평동제3투,2664,1233,33,408,337,114,13,20,6,91,13,36,1,1,0,10,1,3,39,0,0,4,4,0,4,2,5,2,11,0,0,7,2,0,1,1,0,1169,64,1431
,평동제4투,2650,1336,32,401,472,128,8,13,3,81,12,45,0,0,0,12,2,2,18,0,1,2,0,0,0,6,10,4,12,0,4,6,1,1,0,0,3,1279,57,1314
,평동제5투,3446,1822,48,629,532,188,25,10,5,122,8,51,0,0,1,16,0,3,34,0,0,2,2,0,2,11,5,6,16,0,1,15,1,1,0,1,0,1735,87,1624
,평동제6투,3778,2014,50,639,646,161,22,13,1,82,14,79,5,1,0,22,1,2,75,2,7,0,2,2,2,10,8,7,17,0,2,11,3,0,1,2,2,1891,123,1764
,평동제7투,2950,1721,51,532,490,166,18,13,2,121,10,63,1,0,2,20,1,0,66,0,0,2,3,1,1,10,9,1,15,0,0,7,2,0,0,1,2,1610,111,1229
,평동제8투,3573,2099,52,621,694,227,7,30,0,164,3,103,2,0,1,10,1,2,36,0,1,1,4,0,1,3,5,4,17,0,1,4,2,0,2,1,0,1999,100,1474
,평동제9투,4159,2406,50,698,762,262,17,14,5,195,10,120,0,0,0,15,0,3,69,1,1,1,5,0,1,9,11,6,23,1,0,13,2,0,0,2,1,2297,109,1753
서둔동,소계,31148,17123,438,5232,5861,1487,174,160,28,985,102,780,23,7,5,130,10,11,350,7,11,19,18,5,17,58,51,47,155,6,16,74,11,4,11,11,12,16316,807,14025
,관내사전투표,3603,3598,72,1030,1394,332,29,42,1,163,14,252,6,1,0,18,4,3,36,1,2,0,4,0,1,12,8,10,31,0,3,9,1,0,3,1,2,3485,113,5
,서둔동제1투,1833,855,12,322,244,76,8,13,4,52,6,24,1,0,0,4,1,0,23,1,0,0,1,1,0,3,2,3,6,1,0,11,1,0,0,0,0,820,35,978
,서둔동제2투,2168,1233,43,381,404,104,19,19,1,57,4,58,2,0,0,6,0,2,33,0,1,1,1,1,1,6,4,3,12,0,2,5,0,0,2,0,4,1176,57,935
,서둔동제3투,3412,1665,53,540,484,135,24,15,2,98,15,63,2,1,0,21,0,1,41,0,2,5,3,0,2,5,4,4,13,0,1,6,0,3,2,2,1,1548,117,1747
,서둔동제4투,2130,867,20,293,265,55,11,6,1,37,13,27,0,1,0,9,1,0,18,0,2,4,1,0,3,3,3,4,8,1,3,3,2,1,1,2,1,799,68,1263
,서둔동제5투,3441,1751,45,568,571,167,15,12,7,95,13,54,4,1,1,17,0,0,45,0,0,1,1,0,2,7,7,6,22,1,1,3,2,0,0,3,1,1672,79,1690
,서둔동제6투,3847,1965,64,644,636,155,23,13,1,105,8,82,2,1,2,19,3,1,50,1,0,2,3,2,3,3,4,4,14,0,0,14,2,0,0,1,0,1862,103,1882
,서둔동제7투,2518,1608,36,460,511,193,9,13,1,190,4,76,3,0,2,11,0,4,8,1,1,4,3,0,0,5,3,2,9,1,1,1,0,0,1,0,1,1554,54,910
,서둔동제8투,3981,1773,41,526,646,131,20,14,4,95,12,74,0,1,0,12,1,0,53,2,1,1,1,1,2,7,6,7,14,0,3,9,0,0,1,1,2,1688,85,2208
,서둔동제9투,4215,1808,52,468,706,139,16,13,6,93,13,70,3,1,0,13,0,0,43,1,2,1,0,0,3,7,10,4,26,2,2,13,3,0,1,1,0,1712,96,2407
구운동,소계,20048,12519,309,4008,4122,1121,105,113,18,796,53,593,17,5,2,81,4,8,254,3,2,8,19,2,7,42,33,27,107,2,8,48,8,2,5,3,8,11943,576,7529
,관내사전투표,3432,3432,78,1014,1347,273,22,35,6,153,12,242,3,2,0,22,1,1,29,1,1,2,6,1,2,10,9,4,22,1,1,2,2,0,0,0,2,3306,126,0
,구운동제1투,2463,1146,44,357,356,108,10,12,4,72,2,33,2,1,1,12,0,1,25,0,0,2,2,0,1,3,4,5,10,0,2,4,2,0,0,1,2,1078,68,1317
,구운동제2투,3022,1861,43,636,535,181,22,15,0,135,7,77,5,0,0,9,1,0,67,1,0,0,1,0,0,5,1,2,16,0,5,8,1,0,1,0,1,1775,86,1161
,구운동제3투,2248,1202,36,409,359,88,11,13,2,69,11,39,2,0,0,8,2,1,26,0,0,1,0,1,0,6,3,4,13,1,0,8,3,0,1,1,0,1118,84,1046
