읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당조성환,미래통합당조해진,국가혁명배당금당이승율,계,무효투표수,기권수
합계,,55177,37340,9415,26688,582,36685,655,17837
거소·선상투표,,165,159,53,92,6,151,8,6
관외사전투표,,3367,3364,1379,1859,61,3299,65,3
국외부재자투표,,88,25,15,10,0,25,0,63
국외부재자투표(공관),,0,0,0,0,0,0,0,0
창녕읍,소계,13471,8462,2131,6075,137,8343,119,5009
,관내사전투표,3686,3686,1082,2501,61,3644,42,0
,창녕읍제1투,1798,954,174,760,11,945,9,844
,창녕읍제2투,2367,1050,224,789,19,1032,18,1317
,창녕읍제3투,2638,1341,316,979,21,1316,25,1297
,창녕읍제4투,2982,1431,335,1046,25,1406,25,1551
남지읍,소계,9991,6288,1714,4407,87,6208,80,3703
,관내사전투표,2697,2697,827,1818,23,2668,29,0
,남지읍제1투,2857,1365,338,976,27,1341,24,1492
,남지읍제2투,3575,1715,456,1215,28,1699,16,1860
,남지읍제3투,862,511,93,398,9,500,11,351
고암면,소계,1830,1234,249,932,30,1211,23,596
,관내사전투표,647,647,143,474,17,634,13,0
,고암면투표소,1183,587,106,458,13,577,10,596
성산면,소계,1420,933,169,732,13,914,19,487
,관내사전투표,535,535,108,407,7,522,13,0
,성산면투표소,885,398,61,325,6,392,6,487
대합면,소계,3246,2035,347,1620,23,1990,45,1211
,관내사전투표,1039,1038,207,800,7,1014,24,1
,대합면투표소,2207,997,140,820,16,976,21,1210
이방면,소계,2047,1413,231,1127,19,1377,36,634
,관내사전투표,726,726,149,549,9,707,19,0
,이방면투표소,1321,687,82,578,10,670,17,634
유어면,소계,1718,1263,248,960,25,1233,30,455
,관내사전투표,731,731,151,544,16,711,20,0
,유어면투표소,987,532,97,416,9,522,10,455
대지면,소계,2376,1674,379,1250,23,1652,22,702
,관내사전투표,837,837,235,581,14,830,7,0
,대지면투표소,1539,837,144,669,9,822,15,702
계성면,소계,2102,1435,335,1041,26,1402,33,667
,관내사전투표,599,599,169,402,13,584,15,0
,계성면투표소,1503,836,166,639,13,818,18,667
영산면,소계,4787,3049,744,2217,40,3001,48,1738
,관내사전투표,1417,1417,350,1027,20,1397,20,0
,영산면제1투,2595,1178,292,851,14,1157,21,1417
,영산면제2투,775,454,102,339,6,447,7,321
장마면,소계,1683,1159,264,852,19,1135,24,524
,관내사전투표,508,508,127,371,4,502,6,0
,장마면투표소,1175,651,137,481,15,633,18,524
도천면,소계,2370,1656,399,1186,31,1616,40,714
,관내사전투표,928,928,256,638,14,908,20,0
,도천면투표소,1442,728,143,548,17,708,20,714
길곡면,소계,1328,1029,229,751,23,1003,26,299
,관내사전투표,478,478,116,344,7,467,11,0
,길곡면투표소,850,551,113,407,16,536,15,299
부곡면,소계,3188,2160,529,1576,18,2123,37,1028
,관내사전투표,1071,1071,316,726,10,1052,19,0
,부곡면투표소,2117,1089,213,850,8,1071,18,1028
잘못 투입·구분된 투표지,,0,2,0,1,1,2,0,-2
