읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당정영훈,미래통합당박대출,민중당김준형,국가혁명배당금당오필남,무소속최승제,무소속김유근,계,무효투표수,기권수
합계,,160833,111197,42241,60112,1503,614,2496,2815,109781,1416,49636
거소·선상투표,,420,401,121,205,13,10,9,21,379,22,19
관외사전투표,,11134,11132,5171,4926,170,80,262,300,10909,223,2
국외부재자투표,,315,83,57,23,2,0,0,1,83,0,232
국외부재자투표(공관),,0,1,0,1,0,0,0,0,1,0,-1
문산읍,소계,7138,4606,1598,2653,74,32,71,113,4541,65,2532
,관내사전투표,1897,1897,831,916,29,11,30,55,1872,25,0
,문산읍제1투,2650,1269,349,821,23,12,18,27,1250,19,1381
,문산읍제2투,2591,1440,418,916,22,9,23,31,1419,21,1151
내동면,소계,3510,2612,889,1533,24,8,59,70,2583,29,898
,관내사전투표,1328,1328,511,722,17,1,35,29,1315,13,0
,내동면투표소,2182,1284,378,811,7,7,24,41,1268,16,898
정촌면,소계,5649,3850,1395,2138,66,34,77,100,3810,40,1799
,관내사전투표,1815,1815,701,988,28,16,27,42,1802,13,0
,정촌면제1투,1498,816,160,585,16,13,19,8,801,15,682
,정촌면제2투,2336,1219,534,565,22,5,31,50,1207,12,1117
금곡면,소계,2083,1421,283,1014,43,16,20,23,1399,22,662
,관내사전투표,614,614,151,429,16,2,4,7,609,5,0
,금곡면투표소,1469,807,132,585,27,14,16,16,790,17,662
명석면,소계,3770,2513,621,1723,37,24,31,42,2478,35,1257
,관내사전투표,1345,1345,374,887,19,13,14,22,1329,16,0
,명석면투표소,2425,1168,247,836,18,11,17,20,1149,19,1257
대평면,소계,1005,716,172,501,7,3,10,13,706,10,289
,관내사전투표,426,426,114,288,6,1,4,9,422,4,0
,대평면투표소,579,290,58,213,1,2,6,4,284,6,289
수곡면,소계,2073,1417,417,912,21,8,16,12,1386,31,656
,관내사전투표,506,506,190,301,7,1,1,0,500,6,0
,수곡면투표소,1567,911,227,611,14,7,15,12,886,25,656
평거동,소계,20896,13914,5523,7236,166,41,388,418,13772,142,6982
,관내사전투표,5045,5045,2369,2294,69,14,132,124,5002,43,0
,평거동제1투,3857,1975,641,1150,28,8,50,71,1948,27,1882
,평거동제2투,3372,2060,751,1118,20,5,72,76,2042,18,1312
,평거동제3투,2565,1430,545,775,22,2,39,36,1419,11,1135
,평거동제4투,2888,1538,561,850,16,6,48,42,1523,15,1350
,평거동제5투,3169,1866,656,1049,11,6,47,69,1838,28,1303
신안동,소계,10264,7151,2242,4427,68,26,165,133,7061,90,3113
,관내사전투표,2867,2867,1046,1661,25,9,58,45,2844,23,0
,신안동제1투,3100,1932,567,1227,23,4,37,52,1910,22,1168
,신안동제2투,2226,1288,336,869,13,6,27,19,1270,18,938
,신안동제3투,2071,1064,293,670,7,7,43,17,1037,27,1007
이현동,소계,9816,6439,1988,4010,63,42,129,128,6360,79,3377
,관내사전투표,2604,2604,898,1566,21,13,40,34,2572,32,0
,이현동제1투,2700,1612,512,984,12,6,39,42,1595,17,1088
,이현동제2투,2187,1081,248,746,14,12,23,21,1064,17,1106
,이현동제3투,2325,1142,330,714,16,11,27,31,1129,13,1183
판문동,소계,15403,10515,4381,5305,123,56,224,318,10407,108,4888
,관내사전투표,3717,3717,1789,1688,40,16,79,74,3686,31,0
,판문동제1투,2433,1335,419,786,17,11,36,39,1308,27,1098
,판문동제2투,2362,1355,388,850,20,10,26,43,1337,18,1007
,판문동제3투,2272,1217,522,576,23,7,27,52,1207,10,1055
,판문동제4투,2695,1816,758,928,17,8,33,58,1802,14,879
,판문동제5투,1924,1075,505,477,6,4,23,52,1067,8,849
가호동,소계,19331,12748,5161,6298,224,80,387,395,12545,203,6583
,관내사전투표,3847,3847,1997,1464,75,13,133,112,3794,53,0
,가호동제1투,2134,1078,284,684,12,6,29,34,1049,29,1056
,가호동제2투,2547,1264,417,694,32,10,40,46,1239,25,1283
,가호동제3투,2551,1551,437,961,19,14,43,38,1512,39,1000
,가호동제4투,2623,1567,581,806,28,19,43,70,1547,20,1056
,가호동제5투,2277,1433,505,785,31,4,52,35,1412,21,844
,가호동제6투,3352,2008,940,904,27,14,47,60,1992,16,1344
천전동,소계,22683,14990,4792,9159,186,66,294,308,14805,185,7693
,관내사전투표,3936,3936,1652,2001,58,14,83,86,3894,42,0
,천전동제1투,3060,1750,408,1238,23,10,22,36,1737,13,1310
,천전동제2투,2011,980,326,557,7,6,34,28,958,22,1031
,천전동제3투,1936,1121,311,732,16,7,16,21,1103,18,815
,천전동제4투,1823,1086,374,631,11,1,34,22,1073,13,737
,천전동제5투,2637,1458,307,1049,18,8,22,22,1426,32,1179
,천전동제6투,2634,1562,409,1050,24,10,29,23,1545,17,1072
,천전동제7투,2207,1478,433,968,12,3,24,27,1467,11,729
,천전동제8투,2439,1619,572,933,17,7,30,43,1602,17,820
성북동,소계,9508,5588,1421,3771,61,40,104,117,5514,74,3920
,관내사전투표,1826,1826,539,1169,11,13,41,36,1809,17,0
,성북동제1투,2828,1356,318,939,19,10,26,29,1341,15,1472
,성북동제2투,2244,1033,241,725,10,2,16,17,1011,22,1211
