읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당김기운,미래통합당박완수,민생당강익근,민중당정혜경,국가혁명배당금당한상구,계,무효투표수,기권수
합계,,221849,152046,55153,88718,1563,3570,1244,150248,1798,69803
거소·선상투표,,612,581,169,323,16,18,23,549,32,31
관외사전투표,,13447,13444,5939,6564,219,294,146,13162,282,3
국외부재자투표,,455,117,78,34,1,2,0,115,2,338
국외부재자투표(공관),,0,1,0,1,0,0,0,1,0,-1
동읍,소계,16637,11133,4147,6389,121,227,127,11011,122,5504
,관내사전투표,3613,3611,1675,1752,40,69,36,3572,39,2
,동읍제1투,1061,662,281,332,8,22,12,655,7,399
,동읍제2투,2268,1176,368,753,11,17,17,1166,10,1092
,동읍제3투,1773,1057,361,639,15,21,13,1049,8,716
,동읍제4투,2614,1602,612,893,20,45,15,1585,17,1012
,동읍제5투,2771,1483,496,897,19,33,16,1461,22,1288
,동읍제6투,1341,795,210,543,5,12,11,781,14,546
,동읍제7투,1196,747,144,580,3,8,7,742,5,449
북면,소계,30566,20456,7652,12054,175,317,113,20311,145,10110
,관내사전투표,6628,6628,2966,3445,49,91,37,6588,40,0
,북면제1투,3670,2157,723,1352,18,36,11,2140,17,1513
,북면제2투,1500,733,229,465,8,24,1,727,6,767
,북면제3투,3860,2265,929,1259,15,28,16,2247,18,1595
,북면제4투,3438,1953,594,1282,19,38,5,1938,15,1485
,북면제5투,4002,2366,955,1320,22,48,14,2359,7,1636
,북면제6투,3557,2009,507,1424,22,23,16,1992,17,1548
,북면제7투,913,622,118,485,4,5,2,614,8,291
,북면제8투,2998,1723,631,1022,18,24,11,1706,17,1275
대산면,소계,6430,4032,1248,2566,31,49,74,3968,64,2398
,관내사전투표,1333,1333,560,719,7,13,16,1315,18,0
,대산면제1투,1417,839,174,627,4,10,9,824,15,578
,대산면제2투,2641,1280,358,826,16,19,36,1255,25,1361
,대산면제3투,1039,580,156,394,4,7,13,574,6,459
의창동,소계,37355,25042,7751,16130,237,501,171,24790,252,12313
,관내사전투표,5576,5576,2133,3190,55,103,35,5516,60,0
,의창동제1투,1893,1064,268,739,5,21,12,1045,19,829
,의창동제2투,2682,1557,420,1063,14,24,16,1537,20,1125
,의창동제3투,2717,1558,561,897,23,39,16,1536,22,1159
,의창동제4투,2908,1621,472,1036,37,35,15,1595,26,1287
,의창동제5투,2616,1495,441,967,13,48,9,1478,17,1121
,의창동제6투,2759,1477,468,936,16,31,8,1459,18,1282
,의창동제7투,1916,1199,366,792,7,19,9,1193,6,717
,의창동제8투,1791,1146,313,788,6,16,9,1132,14,645
,의창동제9투,2853,1387,496,814,16,34,13,1373,14,1466
,의창동제10투,5039,3650,972,2560,26,56,15,3629,21,1389
,의창동제11투,4605,3312,841,2348,19,75,14,3297,15,1293
팔룡동,소계,28954,19927,7556,11210,167,650,133,19716,211,9027
,관내사전투표,5486,5486,2388,2798,43,176,32,5437,49,0
,팔룡동제1투,2577,1433,430,910,8,50,13,1411,22,1144
,팔룡동제2투,2237,1143,332,742,9,39,10,1132,11,1094
,팔룡동제3투,2822,1442,484,871,12,45,13,1425,17,1380
,팔룡동제4투,2989,1755,669,950,16,82,17,1734,21,1234
,팔룡동제5투,3263,2185,853,1202,17,79,10,2161,24,1078
,팔룡동제6투,5089,3279,1302,1763,36,115,24,3240,39,1810
,팔룡동제7투,2511,1729,686,944,18,52,12,1712,17,782
,팔룡동제8투,1980,1475,412,1030,8,12,2,1464,11,505
명곡동,소계,36707,24036,8262,14361,260,668,195,23746,290,12671
,관내사전투표,6533,6531,2681,3519,51,170,41,6462,69,2
,명곡동제1투,3380,1895,629,1155,23,56,11,1874,21,1485
,명곡동제2투,3521,2104,738,1214,30,77,18,2077,27,1417
,명곡동제3투,2949,1781,621,1008,21,84,18,1752,29,1168
,명곡동제4투,2614,1359,478,796,15,40,14,1343,16,1255
,명곡동제5투,2862,1956,624,1239,32,29,16,1940,16,906
,명곡동제6투,2488,1408,450,873,19,33,11,1386,22,1080
,명곡동제7투,2870,1673,461,1128,19,38,11,1657,16,1197
,명곡동제8투,2604,1465,427,958,15,38,12,1450,15,1139
,명곡동제9투,2592,1501,465,961,9,34,16,1485,16,1091
,명곡동제10투,2049,1114,366,674,12,33,11,1096,18,935
,명곡동제11투,2245,1249,322,836,14,36,16,1224,25,996
봉림동,소계,25846,16406,5919,9580,166,410,125,16200,206,9440
,관내사전투표,4914,4913,2239,2459,41,102,25,4866,47,1
,봉림동제1투,3113,1691,481,1112,18,36,24,1671,20,1422
,봉림동제2투,2856,1661,501,1070,13,40,13,1637,24,1195
,봉림동제3투,2495,1301,410,819,14,27,9,1279,22,1194
,봉림동제4투,2554,1403,460,845,16,51,10,1382,21,1151
,봉림동제5투,3466,1903,623,1157,23,56,13,1872,31,1563
,봉림동제6투,3362,1854,631,1102,20,55,19,1827,27,1508
,봉림동제7투,3086,1680,574,1016,21,43,12,1666,14,1406
용지동,소계,24840,16865,6429,9503,170,434,137,16673,192,7975
,관내사전투표,5124,5123,2293,2584,52,132,26,5087,36,1
,용지동제1투,3690,2299,908,1297,18,49,8,2280,19,1391
,용지동제2투,2493,1454,443,924,15,43,11,1436,18,1039
,용지동제3투,2818,1662,588,946,22,53,26,1635,27,1156
,용지동제4투,2519,1446,504,867,14,32,15,1432,14,1073
,용지동제5투,3387,1856,619,1129,19,39,18,1824,32,1531
,용지동제6투,2864,1805,583,1112,17,53,18,1783,22,1059
,용지동제7투,1945,1220,491,644,13,33,15,1196,24,725
잘못 투입·구분된 투표지,,0,6,3,3,0,0,0,6,0,-6
