읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당양문석,미래통합당정점식,우리공화당박청정,국가혁명배당금당김민준,계,무효투표수,기권수
합계,,45880,31352,10296,19753,374,309,30732,620,14528
거소·선상투표,,284,275,91,152,13,5,261,14,9
관외사전투표,,2651,2651,1231,1280,39,39,2589,62,0
국외부재자투표,,72,16,9,7,0,0,16,0,56
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0
고성읍,소계,19552,12633,4629,7618,110,112,12469,164,6919
,관내사전투표,4843,4843,2231,2485,33,46,4795,48,0
,고성읍제1투,2575,1348,419,889,13,8,1329,19,1227
,고성읍제2투,4031,2207,675,1450,31,19,2175,32,1824
,고성읍제3투,2129,1130,426,673,7,9,1115,15,999
,고성읍제4투,1673,949,223,701,8,6,938,11,724
,고성읍제5투,2332,1061,360,666,8,14,1048,13,1271
,고성읍제6투,879,468,126,326,6,4,462,6,411
,고성읍제7투,1090,627,169,428,4,6,607,20,463
삼산면,소계,1463,953,299,619,10,9,937,16,510
,관내사전투표,417,417,157,251,1,3,412,5,0
,삼산면투표소,1046,536,142,368,9,6,525,11,510
하일면,소계,1630,1095,229,812,19,7,1067,28,535
,관내사전투표,473,473,117,337,8,1,463,10,0
,하일면투표소,1157,622,112,475,11,6,604,18,535
하이면,소계,2325,1598,504,1035,16,22,1577,21,727
,관내사전투표,740,740,264,455,9,5,733,7,0
,하이면투표소,1585,858,240,580,7,17,844,14,727
상리면,소계,1445,1026,298,694,13,3,1008,18,419
,관내사전투표,474,474,155,308,5,0,468,6,0
,상리면투표소,971,552,143,386,8,3,540,12,419
대가면,소계,1501,1026,295,700,11,8,1014,12,475
,관내사전투표,447,447,171,261,4,3,439,8,0
,대가면투표소,1054,579,124,439,7,5,575,4,475
영현면,소계,774,589,149,415,8,6,578,11,185
,관내사전투표,298,298,83,201,5,2,291,7,0
,영현면투표소,476,291,66,214,3,4,287,4,185
영오면,소계,1264,891,240,597,19,9,865,26,373
,관내사전투표,452,452,134,293,12,2,441,11,0
,영오면투표소,812,439,106,304,7,7,424,15,373
개천면,소계,984,705,182,461,11,2,656,49,279
,관내사전투표,250,250,78,160,5,0,243,7,0
,개천면제1투,466,277,65,167,5,2,239,38,189
,개천면제2투,268,178,39,134,1,0,174,4,90
구만면,소계,904,639,218,365,9,9,601,38,265
,관내사전투표,337,337,134,184,2,3,323,14,0
,구만면투표소,567,302,84,181,7,6,278,24,265
회화면,소계,3154,2234,569,1565,27,22,2183,51,920
,관내사전투표,1008,1008,325,644,9,6,984,24,0
,회화면투표소,2146,1226,244,921,18,16,1199,27,920
마암면,소계,1536,1019,283,665,18,17,983,36,517
,관내사전투표,503,502,160,314,7,5,486,16,1
,마암면투표소,1033,517,123,351,11,12,497,20,516
동해면,소계,2593,1666,425,1168,20,15,1628,38,927
,관내사전투표,574,574,189,366,4,5,564,10,0
,동해면제1투,1039,531,108,392,11,4,515,16,508
,동해면제2투,980,561,128,410,5,6,549,12,419
거류면,소계,3748,2335,645,1599,31,24,2299,36,1413
,관내사전투표,832,832,244,552,12,9,817,15,0
,거류면제1투,1856,913,263,613,12,12,900,13,943
,거류면제2투,1060,590,138,434,7,3,582,8,470
잘못 투입·구분된 투표지,,0,1,0,1,0,0,1,0,-1
