읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이재영,미래통합당윤영석,국가혁명배당금당서광종,계,무효투표수,기권수
합계,,153416,101497,42260,57301,968,100529,968,51919
거소·선상투표,,390,367,135,205,13,353,14,23
관외사전투표,,9290,9287,4691,4344,120,9155,132,3
국외부재자투표,,301,67,42,24,0,66,1,234
국외부재자투표(공관),,0,6,3,3,0,6,0,-6
물금읍,소계,85072,54856,24829,29154,448,54431,425,30216
,관내사전투표,10136,10136,5428,4568,57,10053,83,0
,물금읍제1투,1526,867,259,590,10,859,8,659
,물금읍제2투,4860,2559,1130,1400,14,2544,15,2301
,물금읍제3투,3736,2101,690,1366,19,2075,26,1635
,물금읍제4투,2436,1345,494,819,10,1323,22,1091
,물금읍제5투,4432,2985,1324,1619,18,2961,24,1447
,물금읍제6투,2528,1404,527,846,18,1391,13,1124
,물금읍제7투,1908,1095,427,637,19,1083,12,813
,물금읍제8투,2189,1465,599,837,18,1454,11,724
,물금읍제9투,4597,2154,868,1242,24,2134,20,2443
,물금읍제10투,3112,2160,990,1140,14,2144,16,952
,물금읍제11투,3376,2101,924,1136,22,2082,19,1275
,물금읍제12투,2421,1649,709,915,12,1636,13,772
,물금읍제13투,2695,1911,965,921,18,1904,7,784
,물금읍제14투,4632,2933,1372,1512,30,2914,19,1699
,물금읍제15투,3011,1479,655,796,17,1468,11,1532
,물금읍제16투,5350,3223,1479,1711,16,3206,17,2127
,물금읍제17투,4988,2663,1254,1368,17,2639,24,2325
,물금읍제18투,4494,2747,1312,1403,19,2734,13,1747
,물금읍제19투,3972,2044,834,1168,27,2029,15,1928
,물금읍제20투,2331,1612,799,784,15,1598,14,719
,물금읍제21투,3256,2188,997,1166,15,2178,10,1068
,물금읍제22투,1972,1193,462,712,10,1184,9,779
,물금읍제23투,1114,842,331,498,9,838,4,272
원동면,소계,2969,2110,510,1558,18,2086,24,859
,관내사전투표,653,653,224,417,6,647,6,0
,원동면제1투,914,508,121,377,5,503,5,406
,원동면제2투,899,639,104,524,4,632,7,260
,원동면제3투,503,310,61,240,3,304,6,193
상북면,소계,11518,7501,2428,4908,76,7412,89,4017
,관내사전투표,2856,2856,1035,1768,24,2827,29,0
,상북면제1투,1134,541,149,380,6,535,6,593
,상북면제2투,1222,637,164,460,8,632,5,585
,상북면제3투,1375,739,224,503,6,733,6,636
,상북면제4투,2278,1302,442,819,22,1283,19,976
,상북면제5투,1548,859,300,545,6,851,8,689
,상북면제6투,1105,567,114,433,4,551,16,538
하북면,소계,7428,4826,1356,3382,45,4783,43,2602
,관내사전투표,1929,1928,655,1242,17,1914,14,1
,하북면제1투,2259,1107,272,818,8,1098,9,1152
,하북면제2투,776,453,111,328,7,446,7,323
,하북면제3투,823,490,94,387,7,488,2,333
,하북면제4투,1641,848,224,607,6,837,11,793
중앙동,소계,10359,6233,1962,4142,66,6170,63,4126
,관내사전투표,2399,2399,911,1456,16,2383,16,0
,중앙동제1투,2327,1022,301,695,17,1013,9,1305
,중앙동제2투,2099,1068,311,724,20,1055,13,1031
,중앙동제3투,1697,816,227,569,11,807,9,881
,중앙동제4투,1837,928,212,698,2,912,16,909
삼성동,소계,19066,11823,4509,7056,132,11697,126,7243
,관내사전투표,3876,3876,1728,2084,34,3846,30,0
,삼성동제1투,2629,1250,415,797,20,1232,18,1379
,삼성동제2투,2103,1309,386,894,14,1294,15,794
,삼성동제3투,2961,1455,502,914,16,1432,23,1506
,삼성동제4투,2638,1294,489,773,15,1277,17,1344
,삼성동제5투,2243,1296,505,762,16,1283,13,947
,삼성동제6투,2616,1343,484,832,17,1333,10,1273
강서동,소계,7023,4419,1794,2524,50,4368,51,2604
,관내사전투표,975,975,505,451,15,971,4,0
,강서동제1투,3617,2189,817,1322,18,2157,32,1428
,강서동제2투,2431,1255,472,751,17,1240,15,1176
잘못 투입·구분된 투표지,,0,2,1,1,0,2,0,-2
