읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당조성환,미래통합당조해진,국가혁명배당금당이승율,계,무효투표수,기권수
합계,,93329,61581,18813,40844,978,60635,946,31748
거소·선상투표,,365,330,110,165,20,295,35,35
관외사전투표,,4668,4668,1979,2547,78,4604,64,0
국외부재자투표,,191,38,30,8,0,38,0,153
국외부재자투표(공관),,0,4,4,0,0,4,0,-4
삼랑진읍,소계,5905,3615,934,2551,62,3547,68,2290
,관내사전투표,1160,1160,376,749,21,1146,14,0
,삼랑진읍제1투,1982,997,225,735,21,981,16,985
,삼랑진읍제2투,1703,802,183,584,14,781,21,901
,삼랑진읍제3투,1060,656,150,483,6,639,17,404
하남읍,소계,6412,3997,1076,2809,58,3943,54,2415
,관내사전투표,1358,1358,458,873,16,1347,11,0
,하남읍제1투,912,508,104,390,5,499,9,404
,하남읍제2투,1168,587,141,429,8,578,9,581
,하남읍제3투,1212,654,145,481,14,640,14,558
,하남읍제4투,1762,890,228,636,15,879,11,872
부북면,소계,4639,3049,798,2154,46,2998,51,1590
,관내사전투표,1235,1235,342,857,12,1211,24,0
,부북면제1투,1027,564,143,400,12,555,9,463
,부북면제2투,1234,723,195,502,13,710,13,511
,부북면제3투,1143,527,118,395,9,522,5,616
상동면,소계,2738,1849,514,1281,37,1832,17,889
,관내사전투표,753,753,252,489,11,752,1,0
,상동면제1투,1343,721,183,506,21,710,11,622
,상동면제2투,642,375,79,286,5,370,5,267
산외면,소계,2643,1784,502,1239,22,1763,21,859
,관내사전투표,814,814,280,515,9,804,10,0
,산외면제1투,1050,554,124,413,10,547,7,496
,산외면제2투,779,416,98,311,3,412,4,363
산내면,소계,3374,2196,577,1549,38,2164,32,1178
,관내사전투표,652,652,227,408,11,646,6,0
,산내면제1투,1645,879,172,674,19,865,14,766
,산내면제2투,1077,665,178,467,8,653,12,412
단장면,소계,3748,2511,650,1784,35,2469,42,1237
,관내사전투표,888,888,315,556,7,878,10,0
,단장면제1투,796,466,104,340,12,456,10,330
,단장면제2투,1045,568,110,439,8,557,11,477
,단장면제3투,1019,589,121,449,8,578,11,430
상남면,소계,7131,4249,1156,2972,58,4186,63,2882
,관내사전투표,1199,1199,406,761,11,1178,21,0
,상남면제1투,2020,1089,263,794,16,1073,16,931
,상남면제2투,1976,1072,310,742,16,1068,4,904
,상남면제3투,1936,889,177,675,15,867,22,1047
초동면,소계,2905,1912,459,1392,36,1887,25,993
,관내사전투표,812,812,207,582,12,801,11,0
,초동면투표소,2093,1100,252,810,24,1086,14,993
무안면,소계,4561,3067,598,2368,48,3014,53,1494
,관내사전투표,1584,1583,337,1196,22,1555,28,1
,무안면제1투,1602,782,122,634,12,768,14,820
,무안면제2투,1375,702,139,538,14,691,11,673
청도면,소계,1612,1125,285,787,26,1098,27,487
,관내사전투표,446,446,141,291,7,439,7,0
,청도면투표소,1166,679,144,496,19,659,20,487
내일동,소계,3322,2307,618,1626,29,2273,34,1015
,관내사전투표,1337,1337,396,906,13,1315,22,0
,내일동제1투,1491,692,173,505,9,687,5,799
,내일동제2투,494,278,49,215,7,271,7,216
내이동,소계,11236,6495,2116,4179,117,6412,83,4741
,관내사전투표,2320,2320,862,1400,36,2298,22,0
,내이동제1투,2877,1560,455,1058,28,1541,19,1317
,내이동제2투,1561,744,188,529,14,731,13,817
,내이동제3투,4478,1871,611,1192,39,1842,29,2607
교동,소계,5847,3958,1404,2440,56,3900,58,1889
,관내사전투표,1921,1921,816,1042,28,1886,35,0
,교동제1투,1367,753,234,506,6,746,7,614
,교동제2투,2559,1284,354,892,22,1268,16,1275
삼문동,소계,15177,9996,3588,6109,146,9843,153,5181
,관내사전투표,4137,4137,1753,2272,46,4071,66,0
,삼문동제1투,1972,1149,315,802,14,1131,18,823
,삼문동제2투,1601,830,222,580,16,818,12,771
,삼문동제3투,2116,1019,324,661,20,1005,14,1097
,삼문동제4투,2589,1379,420,916,26,1362,17,1210
,삼문동제5투,2762,1482,554,878,24,1456,26,1280
가곡동,소계,6855,4431,1415,2884,66,4365,66,2424
,관내사전투표,1706,1706,628,1034,22,1684,22,0
,가곡동제1투,2442,1205,333,837,20,1190,15,1237
,가곡동제2투,2707,1520,454,1013,24,1491,29,1187
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0
